Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
1278	6	Foschini, Silvio	1963-09-18	175cm	75kg	69 (13-0-56)	87	1983-1986, 1988	19y 210d	24y 344d
1169	21	Reynolds, Russell	1951-02-04	182cm	86kg	68 (29-0-39)	30	1973-1976	22y 62d	25y 206d
1184	32	Muir, Robert	1953-10-08	185cm	89kg	68 (24-2-42)	23	1974-1978, 1980, 1984	20y 285d	30y 210d
1494	17	Powell, Stephen	1976-09-07	181cm	87kg	68 (43-0-25)	30	2003-2006	26y 203d	30y 1d
209	 	Julian, Jack	1885-02-14	178cm	 	67 (28-0-39)	 	1904-1908	19y 202d	23y 218d
648	27	Scanlon, Jack	1911-01-11	180cm	83kg	67 (31-0-36)	14	1930-1936	19y 245d	25y 238d
893	15	Green, Fred	1921-03-06	182cm	83kg	67 (17-1-49)	9	1947-1951	26y 44d	30y 179d
1393	11	Anderson, Dean	1967-08-01	190cm	88kg	67 (26-1-40)	26	1993-1996	25y 238d	29y 23d
1555	1	Hickey, Tom	1991-03-06	201cm	96kg	67 (21-2-44)	18	2013-2018	22y 24d	27y 151d
416	12	Bowden, Bob	1887-03-29	168cm	68kg	66 (29-1-36)	 	1913-1915, 1918-1919	26y 56d	32y 161d
643	6	Hartnett, Pat	1910-05-17	180cm	79kg	66 (35-0-31)	58	1930, 1934-1937	20y 28d	27y 103d
1373	12	Morris, Russell	1962-06-01	191cm	92kg	66 (39-1-26)	32	1991-1994	28y 295d	31y 305d
1587	2	Carlisle, Jake	1991-10-01	201cm	104kg	66 (28-1-37)	8	2017-2021	25y 175d	29y 206d
1624	5	Crouch, Brad	1994-01-14	186cm	85kg	66 (33-0-33)	22	2021-2024	27y 79d	30y 62d
603	6	Keddie, Jim	1906-05-31	173cm	79kg	65 (36-0-29)	3	1927-1931	20y 334d	25y 69d
1058	2	McMillan, John	1938-12-15	198cm	97kg	65 (30-0-35)	26	1959-1964	20y 124d	25y 139d
294	12	Pierce, Bert	1886-03-08	 	 	64 (13-0-51)	10	1909-1913	23y 82d	27y 70d
536	28	Gunnyon, Wal	1895-05-16	183cm	83kg	63 (26-1-36)	21	1922-1927	27y 25d	32y 117d
1528	6	Dawson, Zac	1986-02-22	197cm	94kg	63 (42-3-18)	4	2009-2011	23y 34d	25y 200d
694	7	Mackie, Ken	1911-02-19	184cm	81kg	62 (32-0-30)	55	1933-1938	22y 181d	27y 63d
1089	12	Oakley, Ross	1942-09-30	178cm	81kg	62 (43-0-19)	38	1962-1966	19y 252d	23y 345d
1352	10	Harding, Paul	1964-06-04	193cm	98kg	62 (27-1-34)	7	1989-1991	24y 301d	27y 96d
1435	32	Traianidis, Jason	1974-11-07	188cm	95kg	62 (25-0-37)	36	1996-2001	21y 144d	26y 292d
1505	17	Fiora, Aaron	1981-04-19	186cm	79kg	62 (31-1-30)	33	2005-2008	23y 339d	27y 154d
441	6	Moyes, Harry	1896-07-28	170cm	66kg	61 (21-1-39)	126	1915, 1919, 1921-1924	18y 270d	27y 350d
914	11	Cameron, Bill	1928-08-05	183cm	76kg	61 (15-1-45)	2	1948-1952	19y 277d	23y 328d
1079	19	McHugh, Ray	1938-07-02	187cm	89kg	61 (39-0-22)	39	1960-1965	21y 324d	27y 36d
400	14	Jory, Percy	1888-12-21	180cm	87kg	60 (26-1-33)	15	1912-1915, 1920	23y 128d	31y 157d
518	14	De Garis, Rex	1896-12-29	175cm	70kg	60 (24-2-34)	13	1921-1923, 1925	24y 129d	28y 257d
1174	36	Elliott, Robert	1953-04-29	188cm	81kg	60 (21-3-36)	15	1973, 1975-1978	20y 41d	25y 126d
1192	16	Lofts, Gary	1951-10-05	183cm	86kg	60 (20-2-38)	102	1976-1979, 1981	24y 181d	29y 328d
1276	27	Owen, Rod	1967-01-31	185cm	87kg	60 (15-0-45)	103	1983-1984, 1986-1990	16y 54d	23y 101d
1281	4	Morwood, Paul	1959-03-02	182cm	71kg	60 (13-0-47)	14	1983-1985	24y 45d	26y 182d
1411	17	Keogh, Rod	1971-03-25	180cm	83kg	60 (29-0-31)	21	1994-1998	23y 15d	27y 157d
1437	18	Cripps, Jason	1976-10-14	183cm	86kg	60 (28-1-31)	10	1996-1998, 2001-2002	19y 183d	25y 321d
1447	24	Heatley, Jason	1972-02-21	189cm	92kg	60 (31-0-29)	163	1997-2000	25y 50d	28y 166d
122	 	Robertson, Val	1879-04-11	166cm	 	59 (9-1-49)	 	1900-1904	21y 122d	25y 96d
1635	47	Caminiti, Anthony	2003-12-09	196cm	85kg	59 (25-0-34)	38	2023-2026	19y 100d	22y 102d
1638	14	Stocker, Liam	2000-01-23	184cm	83kg	59 (28-0-31)	 	2023-2026	23y 55d	26y 85d
734	24	Wilson, Ron	1915-06-05	180cm	82kg	58 (28-0-30)	6	1937-1940, 1945	21y 323d	30y 18d
797	2	Butler, Bill	1920-07-31	180cm	77kg	58 (13-3-42)	 	1942-1946	21y 282d	25y 305d
888	30	Hancock, Bobby	1922-06-22	168cm	67kg	58 (12-0-46)	49	1946-1950	24y 49d	28y 37d
1427	4	Smith, Joel	1977-05-03	185cm	87kg	58 (29-0-29)	51	1995-1997	17y 348d	20y 92d
1535	28	Stanley, Rhys	1990-12-01	200cm	102kg	58 (21-0-37)	40	2010-2014	19y 173d	23y 273d
572	15	Shelton, Jack	1903-01-29	178cm	83kg	57 (27-0-30)	152	1925-1928	22y 93d	25y 188d
708	18	Smith, Laird	1913-07-16	170cm	71kg	57 (33-0-24)	77	1934-1938	21y 61d	25y 42d
926	5	Greenshields, Allan	1926-01-22	178cm	74kg	57 (18-2-37)	3	1949-1954	23y 147d	28y 120d
1014	6	Dodd, Paul	1937-09-10	173cm	76kg	57 (24-1-32)	51	1956-1958, 1960-1962	18y 217d	24y 328d
1088	17	Cross, Ray	1941-09-07	180cm	83kg	57 (40-0-17)	4	1962-1967	20y 247d	25y 353d
1191	2	Hunt, Rex	1949-03-07	191cm	97kg	57 (19-2-36)	111	1976-1978	27y 27d	29y 179d
1432	26	McLaren, Joe	1977-12-11	187cm	82kg	57 (21-1-35)	33	1996-2000	18y 110d	22y 238d
1571	18	Longer, Billy	1993-05-12	202cm	105kg	57 (19-0-38)	4	2014-2015, 2017-2019	20y 336d	25y 350d
1112	20	Kennedy, Des	1944-03-11	188cm	92kg	56 (39-0-17)	26	1965-1970	21y 37d	26y 171d
1201	34	Bond, Graeme	1949-11-27	175cm	76kg	56 (17-4-35)	28	1977-1980	27y 147d	30y 158d
1266	20	Cowie, Darryl	1961-03-15	196cm	90kg	56 (12-0-44)	8	1982-1985	21y 26d	24y 169d
660	15	George, Jack	1910-04-20	178cm	81kg	55 (25-0-30)	3	1931-1935	21y 96d	25y 91d
884	5	McBean, Mal	1921-10-04	180cm	80kg	55 (6-1-48)	 	1946-1949	24y 282d	27y 327d
1151	25	Rae, Stephen	1952-04-30	180cm	84kg	55 (37-0-18)	38	1969-1973	17y 17d	21y 5d
1221	21	Kellett, Mark	1960-07-29	188cm	91kg	55 (8-1-46)	7	1979-1982	18y 324d	22y 2d
1240	28	Meehan, Simon	1961-09-20	180cm	73kg	55 (8-1-46)	69	1980-1984	18y 254d	22y 347d
1285	2	Sidebottom, Allan	1959-01-01	193cm	86kg	55 (12-0-43)	18	1983-1987	24y 133d	28y 107d
1417	22	Lappin, Matthew	1976-02-17	184cm	77kg	55 (28-1-26)	26	1994-1998	18y 114d	22y 207d
1498	6	Fisher, Leigh	1984-04-19	188cm	92kg	55 (33-1-21)	5	2003-2004, 2006-2008	19y 106d	24y 50d
179	 	Outen, Wyn	1880-05-23	175cm	 	54 (18-1-35)	3	1903-1905, 1907	22y 344d	27y 37d
639	4	Jones, Lloyd	1906-01-04	170cm	67kg	54 (20-0-34)	7	1930-1935	24y 119d	29y 155d
1212	2	Sidebottom, Garry	1954-11-21	193cm	98kg	54 (16-3-35)	86	1978-1980	23y 131d	25y 283d
1315	12	McConville, Peter	1958-08-17	185cm	81kg	54 (13-0-41)	23	1986-1989	27y 226d	31y 9d
1485	6	Black, Heath	1979-05-28	176cm	82kg	54 (22-0-32)	19	2002-2004	22y 306d	25y 112d
322	9	Thomas, Artie	1884-09-21	 	 	53 (10-0-43)	29	1910-1913	25y 221d	28y 261d
488	17	Milne, Jimmy	1898-09-19	175cm	 	53 (17-1-35)	4	1920, 1922-1925	21y 225d	26y 253d
747	9	Lowry, Jack	1916-11-25	180cm	76kg	53 (19-2-32)	7	1938-1946	21y 149d	29y 148d
1167	22	Malthouse, Mick	1953-08-17	180cm	76kg	53 (24-0-29)	5	1972-1976	18y 333d	22y 307d
1312	16	Gotch, Bradley	1962-06-23	166cm	66kg	53 (17-0-36)	62	1986-1990	23y 281d	27y 358d
1331	3	Sheldon, Ken	1959-12-31	178cm	76kg	53 (14-0-39)	24	1987-1989	27y 87d	29y 245d
1372	5	McAdam, Gilbert	1967-03-30	180cm	76kg	53 (30-1-22)	48	1991-1993	23y 358d	26y 151d
1409	14	Bardsley, Kristian	1972-09-13	172cm	77kg	53 (24-1-28)	18	1994-1998	21y 201d	25y 343d
1586	22	Brown, Nathan	1988-12-17	196cm	99kg	53 (21-1-31)	 	2017-2019	28y 98d	30y 250d
244	 	Bant, Horrie	1882-09-22	180cm	 	52 (24-0-28)	1	1906-1909	23y 267d	26y 258d
412	15	Ellis, Reg	1891-02-22	179cm	78kg	52 (24-1-27)	1	1913-1915	22y 63d	24y 180d
605	23	Hutchesson, Frank	1907-11-22	174cm	72kg	52 (28-0-24)	7	1927-1931	19y 180d	23y 203d
1247	40	Temay, Paul	1962-02-04	185cm	84kg	52 (12-0-40)	20	1980, 1982-1986	18y 173d	24y 207d
1350	36	Fode, Gordon	1971-08-05	182cm	87kg	52 (20-0-32)	31	1988-1995	17y 22d	24y
1399	28	OBrien, Craig	1970-03-03	174cm	89kg	52 (21-1-30)	116	1993-1995	23y 31d	25y 183d
1449	11	Mitchell, Gavin	1972-12-28	171cm	74kg	52 (22-1-29)	64	1998-2000	25y 90d	27y 208d
1520	15	Gardiner, Michael	1979-07-05	199cm	103kg	52 (36-2-14)	23	2008-2011	28y 261d	32y 60d
1594	1	Coffield, Nick	1999-10-23	191cm	82kg	52 (22-1-29)	2	2018-2021	18y 166d	21y 303d
891	22	Olle, Alan	1924-07-23	174cm	76kg	51 (13-1-37)	1	1946-1951	22y 39d	27y 5d
1154	9	McIntosh, John	1943-11-01	191cm	94kg	51 (34-0-17)	29	1970-1972	26y 154d	28y 173d
1160	34	Grambeau, Shane	1952-10-17	191cm	86kg	51 (28-0-23)	39	1971-1975	18y 182d	22y 261d
1204	15	OKeefe, Maurice	1954-01-22	183cm	85kg	51 (14-2-35)	51	1977-1979	23y 112d	25y 222d
1326	19	Nixon, Ricky	1963-04-03	186cm	83kg	51 (15-0-36)	32	1986-1988, 1990-1991	23y 79d	28y 158d
519	3	Jenkins, Jimmy	1897-02-15	193cm	89kg	50 (18-2-30)	16	1921-1925	24y 81d	28y 76d
774	27	Miller, Keith	1919-11-28	185cm	80kg	50 (12-0-38)	42	1940-1942, 1946	20y 165d	26y 262d
1194	20	Baker, Ian	1955-08-04	185cm	86kg	50 (11-2-37)	3	1976-1979	20y 250d	24y
1637	25	Phillipou, Mattaes	2004-12-27	190cm	88kg	50 (23-0-27)	28	2023-2026	18y 82d	21y 112d
56	 	Stewart, Andy	1876-09-23	177cm	 	49 (1-0-48)	47	1898-1901	21y 243d	24y 244d
280	27	Gant, Wally	1890-07-07	179cm	 	49 (9-0-40)	6	1908-1911, 1914	18y 60d	23y 341d
789	18	Meek, Les	1918-07-21	177cm	81kg	49 (9-1-39)	11	1941-1943, 1946-1947	22y 279d	28y 286d
875	7	ODonnell, Kevin	1924-07-12	183cm	80kg	49 (5-1-43)	20	1946-1949	21y 284d	24y 327d
1137	16	Lilley, Jon	1947-04-21	183cm	86kg	49 (28-1-20)	2	1967-1971	20y 127d	24y 87d
1189	26	Carter, Colin	1955-02-26	183cm	76kg	49 (17-1-31)	16	1975-1977, 1979-1980	20y 101d	25y 165d
1289	3	Cronan, Phil	1959-07-17	183cm	75kg	49 (9-0-40)	21	1984-1986	24y 258d	27y 23d
562	30	Lucas, George	1901-01-07	180cm	83kg	48 (17-0-31)	6	1924-1928	23y 173d	27y 238d
618	19	Ludlow, Arthur	1906-07-22	185cm	86kg	48 (27-0-21)	58	1928-1930, 1932	21y 274d	25y 283d
647	24	Bourne, Doug	1908-12-22	168cm	67kg	48 (18-0-30)	2	1930-1935	21y 251d	26y 259d
1290	8	Narkle, Phil	1961-01-29	178cm	72kg	48 (7-0-41)	37	1984-1986	23y 62d	25y 213d
1469	43	Moyle, Brett	1980-03-31	180cm	78kg	48 (13-0-35)	11	2000-2004	20y 15d	24y 17d
372	4	Sellars, Ernie	1890-06-20	170cm	66kg	47 (21-0-26)	119	1911-1913	21y 11d	23y 99d
1044	18	Walton, Ray	1936-08-10	185cm	83kg	47 (22-0-25)	1	1957-1961	20y 281d	25y 16d
1215	6	Sartori, Ian	1958-12-17	183cm	78kg	47 (10-1-36)	27	1978-1981	19y 189d	22y 248d
1452	31	Elliott, Tim	1976-09-12	198cm	93kg	47 (19-0-28)	10	1998-2001	21y 252d	24y 312d
1522	2	King, Steven	1978-11-22	201cm	104kg	47 (33-0-14)	8	2008-2010	29y 121d	31y 169d
1643	22	Wilson, Darcy	2005-08-18	185cm	74kg	47 (19-0-28)	34	2024-2026	18y 211d	20y 243d
236	 	Stewart, Billy	1884-08-03	178cm	81kg	46 (19-0-27)	10	1905-1909	21y 16d	24y 320d
936	31	McLennan, Bruce	1928-04-28	177cm	78kg	46 (11-2-33)	11	1950, 1952-1955	22y 78d	27y 107d
964	26	Watt, Bob	1933-04-21	188cm	85kg	46 (10-1-35)	10	1952-1957	19y 131d	24y 69d
1244	36	Fidler, Geoff	1961-03-14	180cm	74kg	46 (8-0-38)	 	1980-1984	19y 106d	23y 136d
1316	22	Peter-Budge, John	1968-07-06	182cm	71kg	45 (9-0-36)	26	1986-1988	17y 268d	20y 52d
1436	27	Beveridge, Luke	1970-08-23	173cm	79kg	45 (24-0-21)	37	1996-1999	25y 227d	29y 5d
1493	19	Penny, Luke	1981-02-08	193cm	94kg	45 (28-0-17)	2	2003-2005	22y 49d	24y 192d
158	 	Trevillian, Alf	1877-04-22	 	 	44 (12-1-31)	12	1902-1903, 1906	25y 11d	29y 139d
436	11	Maloney, Pat	1894-03-05	179cm	 	44 (18-0-26)	8	1914-1915, 1918-1920	20y 177d	26y 183d
1036	4	Feehan, Geoff	1935-01-19	188cm	83kg	44 (19-0-25)	3	1957-1959	22y 91d	24y 222d
1056	9	Apted, Roy	1937-04-25	180cm	86kg	44 (21-0-23)	1	1959-1963	21y 358d	26y 142d
1283	30	Smith, Terry	1959-02-06	185cm	84kg	44 (11-0-33)	25	1983-1985	24y 83d	26y 150d
114	 	Sandford, Cecil	1874-08-02	173cm	 	43 (3-0-40)	12	1900-1902, 1904	25y 276d	29y 314d
253	 	Clymo, Charlie	1884-10-30	 	 	43 (20-0-23)	21	1907-1909	22y 179d	24y 260d
651	1	King, Stuart	1906-04-22	184cm	86kg	43 (13-0-30)	14	1931-1933	25y 17d	27y 84d
972	1	Linney, Neville	1933-07-01	182cm	82kg	43 (12-1-30)	16	1953-1957	19y 305d	24y 54d
1057	43	Garlick, Leo	1938-04-30	177cm	74kg	43 (25-0-18)	9	1959-1961	20y 353d	23y 125d
1159	32	Stephens, John	1950-09-15	175cm	76kg	43 (25-0-18)	91	1971-1973	20y 200d	23y
1200	23	Tweeddale, Russell	1954-06-27	185cm	82kg	43 (13-3-27)	26	1977-1979	22y 288d	25y 17d
1226	47	Nettlefold, Michael	1959-07-28	184cm	76kg	43 (8-2-33)	13	1979-1983	19y 351d	23y 290d
1450	36	Knowles, Brett	1978-05-13	187cm	89kg	43 (10-0-33)	8	1998-2001	19y 334d	23y 105d
1532	30	Peake, Brett	1983-07-05	186cm	86kg	43 (27-3-13)	20	2010-2012	26y 265d	28y 271d
175	 	Dowding, Jack	1881-01-28	182cm	 	42 (14-1-27)	30	1903-1905	22y 94d	24y 224d
439	5	Boyd, Les	1895-03-01	170cm	 	42 (18-0-24)	43	1915, 1918-1919	20y 54d	24y 189d
595	33	Loveless, Ernie	1907-12-06	175cm	76kg	42 (23-0-19)	2	1926-1929, 1931	18y 183d	23y 245d
657	6	Anderson, Jack	1909-03-03	185cm	82kg	42 (14-0-28)	46	1931-1933	22y 109d	24y 183d
946	15	Hurst, Arthur	1931-07-13	175cm	70kg	42 (6-0-36)	10	1951-1955	20y 36d	24y 17d
1015	2	Molony, Brian	1932-11-22	185cm	83kg	42 (16-1-25)	24	1956-1958	23y 144d	25y 274d
1027	23	Muir, Brian	1936-07-11	185cm	83kg	42 (15-1-26)	15	1956-1959	19y 299d	23y 49d
1087	14	Morton, Bob	1944-03-09	189cm	89kg	42 (24-0-18)	58	1962-1965	18y 57d	21y 200d
1337	24	Jeffrey, Russell	1966-02-06	185cm	79kg	42 (16-0-26)	3	1987-1988, 1990-1991	21y 141d	25y 144d
560	19	Scully, Frank	1899-10-28	171cm	 	41 (18-0-23)	42	1924-1927	24y 209d	27y 282d
577	4	Roberts, Tasman	1901-08-18	184cm	 	41 (17-0-24)	22	1925-1927	23y 271d	26y 23d
704	29	Hughson, Les	1907-09-12	188cm	90kg	41 (23-0-18)	45	1934-1936	26y 298d	28y 359d
770	25	Hoppen, Ted	1918-03-17	170cm	76kg	41 (13-0-28)	6	1939-1941	21y 106d	23y 152d
810	26	Loxton, Sam	1921-03-29	182cm	80kg	41 (11-2-28)	114	1942-1946	21y 76d	25y 127d
853	8	Rippon, Max	1920-10-11	165cm	61kg	41 (5-1-35)	4	1945-1947	24y 192d	26y 323d
937	8	Woinarski, Brian	1930-05-05	180cm	75kg	41 (10-0-31)	1	1951-1953	20y 351d	23y 102d
1138	31	Pascoe, Barry	1944-01-23	183cm	83kg	41 (24-1-16)	35	1968-1970	24y 83d	26y 106d
1193	13	Stevens, Phil	1950-09-14	183cm	86kg	41 (13-1-27)	3	1976-1979	25y 202d	28y 352d
1486	33	Knobel, Trent	1980-05-23	204cm	106kg	41 (21-1-19)	8	2002-2004	21y 311d	24y 117d
1504	28	Ackland, Cain	1982-03-16	196cm	101kg	41 (26-0-15)	18	2005-2006	23y 8d	24y 170d
1127	30	Roberts, Stephen	1948-11-25	191cm	86kg	40 (24-0-16)	7	1966-1970	17y 247d	21y 277d
1273	9	Crow, Max	1956-01-07	194cm	89kg	40 (9-0-31)	53	1983-1985	27y 78d	29y 124d
1403	5	Shaw, Damen	1974-04-22	183cm	78kg	40 (15-1-24)	15	1993-1995	19y 51d	21y 105d
243	 	Wells, Jack	1883-01-04	177cm	89kg	39 (17-0-22)	4	1906-1909	23y 135d	26y 138d
705	16	Perkins, Jack	1903-01-20	179cm	88kg	39 (23-0-16)	14	1934-1936	31y 168d	33y 229d
783	39	McLeod, Ron	1919-01-04	178cm	72kg	39 (7-1-31)	35	1940-1941, 1944, 1946-1947	21y 205d	28y 238d
1097	11	Wallis, Jim	1941-11-12	192cm	89kg	39 (25-0-14)	41	1963-1965	21y 159d	23y 163d
1374	1	Newport, Stephen	1965-11-05	182cm	80kg	39 (25-1-13)	8	1991-1993	25y 138d	27y 184d
1480	15	Lawrence, Steven	1976-05-19	177cm	83kg	39 (11-1-27)	17	2001-2003	24y 331d	27y 62d
873	6	Hird, Allan	1918-08-11	188cm	80kg	38 (5-1-32)	5	1946-1947	27y 254d	29y 19d
881	2	Meehan, Jack	1922-12-11	180cm	76kg	38 (5-0-33)	1	1946-1950	23y 165d	27y 167d
1442	6	Healy, Daniel	1974-05-03	189cm	87kg	38 (22-0-16)	24	1996-1999	22y 51d	25y 75d
1615	18	Ryder, Paddy	1988-03-14	197cm	94kg	38 (21-0-17)	26	2020-2022	32y 8d	34y 123d
621	16	Warr, Danny	1905-10-22	170cm	76kg	37 (23-0-14)	48	1928-1929	22y 182d	23y 320d
1101	45	Dowling, John	1944-04-11	180cm	73kg	37 (25-0-12)	6	1963-1967	19y 149d	23y 74d
1471	21	Beetham, Caydn	1982-03-11	183cm	86kg	37 (6-1-30)	9	2000-2002	18y 63d	20y 132d
1567	21	Delaney, Luke	1989-06-24	194cm	97kg	37 (11-0-26)	 	2014-2016	24y 271d	27y 16d
1601	25	Kent, Dean	1994-02-24	180cm	85kg	37 (17-0-20)	28	2019-2022	25y 28d	28y 178d
652	20	Holden, Jack	1910-09-07	184cm	86kg	36 (10-0-26)	1	1931-1934	20y 251d	23y 324d
796	11	Gray, Les	1921-10-04	169cm	67kg	36 (9-1-26)	5	1941-1946	19y 288d	24y 200d
822	5	Hall, Jim	1919-03-10	168cm	65kg	36 (7-3-26)	55	1943-1945	24y 59d	26y 175d
916	31	Solomon, John	1928-06-15	177cm	71kg	36 (7-1-28)	21	1948-1952	19y 328d	23y 358d
943	19	Bland, Dave	1929-11-10	192cm	98kg	36 (4-1-31)	25	1951-1955	21y 232d	25y 227d
1017	9	Mulrooney, Jack	1934-08-24	180cm	76kg	36 (15-0-21)	18	1956-1958	21y 234d	23y 364d
1139	21	Pascoe, Bob	1941-02-15	191cm	102kg	36 (20-0-16)	32	1968-1970	27y 60d	29y 202d
1249	7	Cox, Doug	1957-09-16	187cm	89kg	36 (7-0-29)	1	1981-1982	23y 193d	24y 325d
1461	22	Begley, James	1980-07-22	189cm	84kg	36 (6-2-28)	7	1999-2002	19y 23d	22y 40d
483	17	Harper, Ray	1900-07-26	174cm	 	35 (13-0-22)	 	1919-1923	19y 42d	23y 51d
529	3	MacKenzie, Aubrey	1894-10-23	182cm	 	35 (14-0-21)	8	1922-1924	27y 195d	29y 312d
1234	25	Bennett, John	1960-10-05	183cm	83kg	35 (3-0-32)	41	1980-1983, 1985-1986	19y 211d	25y 189d
1311	37	Gamble, Mark	1962-04-06	188cm	87kg	35 (7-0-28)	 	1986-1988	23y 359d	26y 10d
1333	28	Kourkoumelis, Spiro	1963-07-31	183cm	83kg	35 (15-0-20)	15	1987-1990	23y 247d	26y 313d
1558	34	Wright, Nathan	1994-02-16	185cm	82kg	35 (14-0-21)	9	2013-2018	19y 56d	24y 141d
1579	32	McCartin, Paddy	1996-04-19	194cm	100kg	35 (10-1-24)	34	2015-2018	18y 363d	22y 79d
617	2	Hart, Arthur	1905-06-10	185cm	85kg	34 (21-0-13)	29	1928-1929	22y 316d	24y 89d
962	3	Houston, Ray	1933-06-01	188cm	85kg	34 (6-0-28)	4	1952-1955	19y 90d	22y 80d
1209	15	Bromberg, Mordecai	1959-01-22	183cm	83kg	34 (7-3-24)	11	1978-1981	19y 69d	22y 121d
1239	19	Scott, Mark	1959-03-24	196cm	80kg	34 (4-1-29)	110	1980-1983	21y 61d	24y 65d
1284	26	Cunningham, Daryl	1960-11-25	174cm	75kg	34 (7-0-27)	29	1983-1986	22y 163d	25y 278d
111	 	Muirhead, Arch	1876-07-25	 	 	33 (2-0-31)	1	1900-1901	23y 284d	25y 30d
180	 	Rickards, Gordon	1884-04-12	180cm	 	33 (11-1-21)	2	1903-1905	19y 20d	21y 54d
238	 	OConnor, Pat	1881-01-20	180cm	 	33 (14-0-19)	5	1906-1907	25y 105d	26y 237d
405	16	Lynch, Phil	1890-05-13	183cm	80kg	33 (18-0-15)	24	1912-1913	22y 19d	23y 137d
524	22	Morden, Jim	1899-07-20	178cm	 	33 (10-1-22)	3	1921-1923, 1925	21y 340d	26y 40d
835	6	Armour, Wal	1921-04-28	183cm	82kg	33 (9-1-23)	36	1944-1946	23y 15d	25y 90d
948	24	Hibbins, Geoff	1929-11-13	183cm	89kg	33 (6-0-27)	5	1952-1954	22y 158d	24y 190d
978	1	Foote, Les	1924-08-20	182cm	85kg	33 (5-1-27)	4	1954-1955	29y 240d	31y
1141	28	ODonnell, John	1947-06-08	184cm	81kg	33 (19-1-13)	27	1968-1970	20y 317d	22y 349d
1173	13	Bell, Peter	1954-10-14	188cm	83kg	33 (12-1-20)	33	1973-1977	18y 238d	22y 205d
1321	17	Lamb, Jamie	1968-04-13	187cm	75kg	33 (5-0-28)	7	1986-1990	18y 13d	22y 141d
1351	14	Craven, Danny	1967-05-03	162cm	68kg	33 (18-1-14)	10	1989, 1991-1992	21y 333d	25y 105d
1353	8	Russo, Peter	1959-10-29	177cm	70kg	33 (12-0-21)	20	1989-1990	29y 168d	30y 279d
1383	27	Greig, Dean	1968-10-31	185cm	96kg	33 (19-0-14)	8	1991-1994	22y 283d	25y 243d
1463	6	Delaney, Tony	1975-12-27	183cm	83kg	33 (4-1-28)	6	2000-2001	24y 76d	25y 235d
1526	40	Eddy, Robert	1988-01-07	182cm	83kg	33 (26-1-6)	10	2008-2010	20y 165d	22y 268d
1551	21	Saad, Ahmed	1989-10-09	175cm	75kg	33 (12-0-21)	48	2012-2013, 2015	22y 209d	25y 198d
490	2	Williams, Stan	1891-07-19	178cm	73kg	32 (6-1-25)	 	1920-1922	28y 287d	30y 291d
629	1	Scott, Alan	1900-08-25	183cm	83kg	32 (17-0-15)	26	1929-1930	28y 259d	30y 19d
649	5	Chapman, George	1909-07-02	180cm	86kg	32 (13-0-19)	6	1931-1935	21y 304d	25y 320d
656	31	Neil, Geoff	1909-05-03	166cm	77kg	32 (8-0-24)	16	1931-1933	22y 41d	24y 122d
773	26	Cliff, Jack	1919-05-23	175cm	74kg	32 (8-0-24)	8	1940-1942	20y 347d	22y 351d
839	18	Bibby, Bob	1925-04-18	179cm	70kg	32 (6-2-24)	3	1944-1947	19y 46d	22y 43d
905	26	Langdon, Mark	1927-09-25	178cm	76kg	32 (11-0-21)	5	1947-1952	19y 311d	24y 319d
977	6	Callow, Allan	1929-09-21	173cm	71kg	32 (5-0-27)	13	1953-1956	23y 342d	26y 332d
1082	14	Hodgkin, Frank	1941-06-20	179cm	83kg	32 (16-0-16)	21	1961-1962	19y 299d	21y 59d
1211	24	Gellie, Graeme	1954-12-27	178cm	77kg	32 (15-1-16)	12	1978, 1981, 1983	23y 95d	28y 208d
1395	21	Bourke, Darren	1970-03-25	180cm	84kg	32 (12-0-20)	9	1993-1996	23y 2d	26y 62d
1645	34	Garcia, Hugo	2005-05-22	185cm	78kg	32 (14-0-18)	6	2024-2026	18y 327d	20y 331d
135	 	Sandford, Ben	1877-11-14	169cm	 	31 (2-0-29)	5	1901-1903	23y 185d	25y 206d
395	3	Baird, Des	1888-06-26	182cm	74kg	31 (18-0-13)	7	1912-1914	23y 306d	25y 338d
425	15	Turnbull, Norm	1894-06-15	169cm	66kg	31 (18-1-12)	14	1914, 1918-1920	19y 314d	26y 67d
644	22	Roberts, Arthur	1911-03-28	178cm	76kg	31 (10-0-21)	10	1930-1933, 1936	19y 85d	25y 112d
792	14	Tormey, Stan	1916-07-10	179cm	76kg	31 (9-1-21)	2	1941-1943	24y 311d	27y 7d
967	18	Linger, Bill	1931-05-11	171cm	81kg	31 (8-1-22)	22	1953-1954	21y 342d	23y 109d
1142	35	Ward, Geoff	1946-04-08	185cm	84kg	31 (19-0-12)	18	1968-1971	22y 68d	25y 163d
1227	25	Cross, Andrew	1961-04-13	178cm	80kg	31 (8-0-23)	31	1979-1980, 1983-1984	18y 99d	23y 141d
1269	19	Brown, Glen	1962-01-03	180cm	83kg	31 (8-0-23)	25	1982-1985	20y 160d	23y 170d
1306	18	Manning, Andrew	1966-11-23	185cm	80kg	31 (5-0-26)	23	1985-1988	18y 148d	21y 194d
1313	10	Jones, Warren	1953-11-02	200cm	102kg	31 (8-0-23)	5	1986-1988	32y 149d	34y 285d
1466	19	Davis, Chad	1980-06-01	180cm	83kg	31 (7-1-23)	17	2000-2002	19y 291d	22y 29d
