Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
342	4	McLeod, Jack	1926-02-10	178cm	80kg	64 (15-0-49)	14	1945-1947, 1950-1951	19y 70d	25y 154d
443	35	Maginness, Norm	1933-04-29	180cm	81kg	64 (30-1-33)	 	1953-1958	20y 94d	25y 81d
766	14	Krummel, Brendan	1972-06-24	185cm	88kg	64 (26-1-37)	47	1996-2000	23y 294d	27y 282d
804	12	Lonie, Nathan	1983-03-04	189cm	84kg	64 (20-0-44)	35	2001-2005	18y 97d	22y 176d
129	17	Ware, Walter	1906-03-19	187cm	87kg	63 (13-0-50)	27	1930-1934	24y 101d	28y 180d
893	4	Hartung, Billy	1995-01-24	177cm	78kg	63 (43-1-19)	27	2014-2017	19y 99d	22y 213d
221	35	Albiston, Harold	1916-04-13	173cm	72kg	62 (19-1-42)	 	1936-1940	20y 110d	24y 49d
517	29	Poole, Reg	1942-01-15	178cm	76kg	62 (27-0-35)	 	1961, 1963-1968	19y 148d	26y 173d
22	23	Keary, Pat	1901-10-10	180cm	81kg	61 (7-1-53)	1	1925-1930	23y 218d	28y 317d
116	10	Francis, Jim	1910-12-12	184cm	82kg	61 (13-0-48)	26	1929-1933	18y 199d	22y 257d
207	2	Byrne, Tom	1908-11-07	185cm	84kg	61 (20-0-41)	70	1935-1939	26y 206d	30y 243d
492	28	McArthur, John	1938-09-10	183cm	86kg	61 (38-1-22)	10	1958, 1960-1963	19y 263d	25y 11d
527	6	Albiston, David	1944-12-22	174cm	73kg	61 (31-1-29)	30	1962-1966	17y 211d	21y 199d
197	27	Abikhair, Dick	1914-07-07	165cm	80kg	60 (15-0-45)	10	1934-1938	20y 42d	24y 51d
101	14	Carey, Bill	1905-12-30	175cm	78kg	59 (14-0-45)	6	1929-1932	23y 118d	26y 248d
376	6	Anderson, Gordon	1924-09-16	185cm	83kg	59 (7-0-52)	70	1947-1951	22y 285d	26y 329d
433	6	Coghlan, Kevin	1929-10-14	163cm	56kg	59 (22-0-37)	95	1953-1956	23y 186d	26y 309d
449	25	Howells, Geoff	1935-09-01	183cm	83kg	59 (31-1-27)	27	1954-1960	18y 256d	24y 256d
938	32	Maginness, Finn	2001-02-23	187cm	80kg	59 (26-0-33)	14	2020-2026	19y 203d	25y 12d
44	3	Logan, Dick	1906-06-29	165cm	59kg	58 (7-1-50)	35	1926-1930	19y 327d	24y 62d
286	11	Brain, Jack	1920-06-20	169cm	63kg	58 (12-0-46)	25	1941-1942, 1946-1948	20y 331d	28y 76d
320	22	Hamilton, Stuart	1918-09-13	183cm	81kg	58 (13-1-44)	12	1943-1947	24y 286d	28y 281d
396	4	Allsop, Tom	1929-09-02	178cm	76kg	58 (12-0-46)	42	1949-1954	19y 338d	24y 360d
414	5	Cash, Pat	1928-09-05	180cm	80kg	58 (16-0-42)	75	1951-1955	22y 235d	26y 349d
798	13	Picioane, Lance	1980-06-07	183cm	89kg	58 (29-0-29)	24	2000-2004	19y 363d	24y 83d
452	22	Kann, Brian	1933-07-21	178cm	82kg	57 (26-1-30)	 	1954-1959	20y 361d	25y 362d
474	36	Falconer, Brian	1933-06-02	175cm	76kg	57 (30-1-26)	7	1956-1960	23y 35d	27y 65d
168	17	Loveless, Ernie	1907-12-06	175cm	76kg	56 (13-0-43)	1	1933-1936	25y 144d	28y 190d
184	21	Ford, Bill	1906-07-18	191cm	80kg	56 (16-0-40)	38	1934-1937	27y 291d	30y 350d
435	32	Egerton, Ian	1931-02-02	191cm	93kg	56 (23-0-33)	7	1953-1957	22y 96d	26y 182d
859	21	Savage, Shane	1991-01-05	187cm	82kg	56 (41-0-15)	37	2009, 2011-2013	18y 221d	22y 237d
969	16	DAmbrosio, Massimo	2003-06-05	178cm	80kg	56 (37-0-19)	13	2024-2026	20y 285d	22y 317d
12	15	Pickford, Jack	1904-04-18	174cm	81kg	55 (7-1-47)	3	1925-1928	21y 14d	24y 136d
93	7	Chandler, Allan	1907-06-03	188cm	87kg	55 (10-0-45)	9	1928-1929, 1931-1932	21y 6d	25y 92d
378	19	Le Nepveu, Allan	1927-10-07	177cm	71kg	55 (12-0-43)	11	1947-1952	19y 327d	24y 314d
392	22	Black, Norm	1927-11-05	175cm	72kg	55 (9-0-46)	 	1949-1953	21y 169d	25y 178d
506	32	Connell, Kevin	1939-08-27	173cm	73kg	55 (34-0-21)	64	1960-1964	20y 261d	24y 361d
135	6	Sharpley, Keith	1909-03-16	183cm	84kg	54 (9-0-45)	40	1930-1933	21y 153d	24y 163d
789	35	Cox, Adrian	1980-09-08	181cm	84kg	54 (28-0-26)	27	1999, 2001-2004	18y 201d	23y 356d
882	17	Lake, Brian	1982-02-27	195cm	98kg	54 (44-0-10)	2	2013-2015	31y 60d	33y 218d
970	33	Ginnivan, Jack	2002-12-09	183cm	77kg	54 (36-0-18)	64	2024-2026	21y 98d	23y 130d
230	24	Samblebe, Frank	1915-01-28	177cm	79kg	53 (19-1-33)	1	1937-1940, 1943	22y 121d	28y 212d
533	12	Growcott, Ross	1945-05-24	187cm	89kg	53 (22-0-31)	2	1963-1970	18y 29d	24y 357d
284	14	Ryan, Phil	1915-06-09	185cm	75kg	52 (12-0-40)	26	1941-1946	25y 321d	30y 336d
853	34	Renouf, Brent	1988-05-03	200cm	98kg	52 (29-1-22)	9	2008-2011	20y 42d	23y 39d
968	18	Chol, Mabior	1997-01-29	200cm	91kg	52 (32-0-20)	86	2024-2026	27y 47d	29y 72d
316	21	Wilks, Don	1917-08-09	173cm	82kg	51 (17-1-33)	3	1943-1945	25y 272d	28y 23d
448	20	Thompson, Clayton	1929-12-11	198cm	89kg	50 (21-1-28)	54	1954-1956	24y 141d	26y 251d
504	12	Winneke, John	1938-03-19	191cm	86kg	50 (29-0-21)	3	1960-1962	22y 28d	24y 159d
531	11	Coverdale, Kevin	1940-05-31	188cm	86kg	50 (27-1-22)	33	1963-1965	22y 329d	25y 89d
602	7	Grummisch, Charlie	1952-03-12	189cm	81kg	50 (31-0-19)	63	1970-1974	18y 44d	22y 193d
960	28	Mackenzie, Cam	2004-01-21	188cm	82kg	50 (28-0-22)	13	2023-2026	19y 57d	22y 87d
520	13	Joyce, Alan	1942-10-21	185cm	86kg	49 (22-0-27)	13	1961-1965	18y 253d	22y 311d
971	34	Watson, Nick	2005-02-24	170cm	68kg	49 (32-0-17)	77	2024-2026	19y 21d	21y 53d
146	5	Chandler, Bert	1913-10-07	179cm	83kg	48 (9-0-39)	24	1931, 1933-1935	17y 326d	21y 335d
389	20	McKinnon, Vic	1926-01-19	183cm	87kg	48 (9-0-39)	8	1949-1952	23y 87d	26y 140d
942	23	Koschitzke, Jacob	2000-07-11	196cm	94kg	48 (16-2-30)	54	2021-2023	20y 252d	23y 46d
945	7	Reeves, Ned	1998-10-31	208cm	96kg	48 (21-1-26)	14	2021-2026	22y 203d	27y 169d
907	5	Burton, Ryan	1997-01-31	191cm	90kg	47 (25-1-21)	5	2016-2018	19y 195d	21y 226d
7	8	McCashney, Jim	1900-12-30	175cm	73kg	46 (6-1-39)	7	1925-1927	24y 123d	26y 254d
729	28	McDonald, Alex	1970-02-13	186cm	82kg	46 (26-0-20)	24	1990-1995	20y 116d	25y 201d
822	8	Jacobs, Danny	1980-06-25	189cm	96kg	45 (16-0-29)	6	2004-2007	23y 276d	27y 12d
265	27	Bragg, Dudley	1917-02-23	188cm	92kg	44 (14-0-30)	1	1940-1941, 1944-1945	23y 64d	28y 183d
380	10	Williams, Mel	1926-06-01	191cm	91kg	44 (7-0-37)	18	1948-1950	21y 321d	24y 65d
771	13	Hassall, Jon	1973-08-14	174cm	77kg	44 (16-0-28)	5	1997-1999	23y 227d	26y 15d
792	32	Rock, Anthony	1970-09-29	175cm	76kg	44 (22-1-21)	17	1999-2001	28y 214d	30y 337d
839	22	McGlynn, Ben	1985-08-06	172cm	76kg	44 (23-0-21)	28	2006-2009	20y 301d	24y 23d
23	16	Lethlean, Clarrie	1900-07-12	182cm	84kg	43 (7-1-35)	18	1925-1927	24y 308d	27y 60d
229	17	Deague, Bill	1912-10-14	183cm	82kg	43 (11-1-31)	35	1937-1939	24y 220d	26y 323d
235	18	Feltscheer, Ken	1915-06-09	178cm	81kg	43 (13-1-29)	15	1937-1940, 1943	22y 73d	27y 361d
840	39	Bailey, Max	1986-10-23	206cm	101kg	43 (36-0-7)	10	2006, 2009, 2011-2013	19y 287d	26y 340d
903	30	Brand, Kaiden	1994-04-08	198cm	98kg	43 (25-1-17)	 	2016-2019	22y 28d	25y 74d
348	8	McVilly, Don	1920-08-07	174cm	76kg	42 (11-0-31)	20	1945-1947	24y 313d	27y 23d
557	14	Gardner, John	1946-11-03	189cm	89kg	42 (11-1-30)	7	1966-1968	19y 171d	21y 246d
568	19	Johnson, Ted	1948-01-25	178cm	75kg	42 (21-1-20)	1	1966-1969	18y 193d	21y 217d
751	22	Hargreaves, Tim	1975-05-30	184cm	86kg	42 (17-1-24)	57	1994-1996	18y 329d	21y 100d
802	29	Greene, Steven	1982-01-25	182cm	78kg	42 (17-0-25)	11	2001-2005	19y 80d	23y 159d
72	4	Sharpley, Jack	1906-02-18	182cm	 	41 (8-0-33)	1	1927-1930, 1932	21y 141d	26y 163d
340	18	Baldwin, Roy	1927-07-28	178cm	76kg	41 (9-0-32)	6	1944-1945, 1948-1950	17y 29d	22y 296d
365	30	Johnston, Lionel	1926-12-21	183cm	83kg	41 (6-0-35)	 	1946-1950	19y 239d	23y 234d
425	18	Kanis, Peter	1931-04-13	175cm	76kg	41 (16-0-25)	11	1952-1956	21y 55d	25y 78d
638	28	Trott, Stuart	1948-04-25	177cm	76kg	41 (29-0-12)	17	1975-1977	27y 8d	29y 145d
762	11	Kappler, Darren	1965-01-23	183cm	80kg	41 (14-1-26)	27	1996-1998	31y 67d	33y 183d
4	14	Gill, Jack	1898-01-10	171cm	 	40 (7-0-33)	9	1925-1928	27y 112d	30y 116d
185	6	Green, Jack	1905-09-29	182cm	77kg	40 (10-0-30)	167	1934-1936	28y 218d	30y 321d
297	16	Taylor, Laurie	1916-11-27	188cm	82kg	40 (10-1-29)	1	1942-1944	25y 163d	27y 273d
725	31	Madigan, Greg	1970-01-24	193cm	92kg	40 (27-0-13)	4	1989-1994	19y 139d	24y 202d
355	21	Dalkin, Bill	1921-11-15	183cm	85kg	38 (11-0-27)	10	1946-1949	24y 184d	27y 264d
356	20	Ferguson, Tom	1920-11-21	180cm	83kg	38 (11-0-27)	17	1946-1948	25y 178d	27y 288d
593	22	Smith, Geoff	1948-10-22	175cm	70kg	38 (26-0-12)	24	1969-1972	20y 165d	23y 253d
609	12	Day, Robert	1944-04-13	178cm	78kg	38 (30-0-8)	12	1971-1972	26y 362d	28y 142d
799	8	Johnson, Brett	1981-10-28	179cm	80kg	38 (21-0-17)	10	2000-2003	18y 239d	21y 307d
3	11	Finch, Fred	1895-10-06	183cm	84kg	37 (6-1-30)	10	1925-1927	29y 208d	31y 297d
127	3	Daffey, Mark	1908-04-09	173cm	67kg	37 (6-0-31)	26	1930-1933	22y 59d	25y 62d
430	28	Considine, Maurie	1932-06-14	183cm	84kg	37 (10-0-27)	1	1952-1956	20y 35d	23y 361d
573	3	Chilton, Peter	1948-06-18	178cm	76kg	37 (20-1-16)	9	1967-1971	18y 322d	23y 50d
580	15	Blood, Michael	1945-07-05	193cm	89kg	37 (17-1-19)	2	1967-1970	22y 31d	24y 336d
592	36	Chiron, Gene	1949-11-11	179cm	80kg	37 (23-0-14)	1	1969-1973	19y 145d	23y 168d
202	22	Hurley, Alf	1913-05-15	161cm	66kg	36 (14-0-22)	60	1935-1938	21y 356d	25y 41d
381	26	Edwards, George	1927-07-12	185cm	87kg	36 (7-0-29)	13	1948-1953	20y 289d	25y 294d
587	37	Morton, Lance	1948-04-14	192cm	96kg	36 (19-0-17)	26	1968-1970	20y 13d	22y 130d
484	6	Cabble, Ron	1938-02-10	175cm	72kg	35 (15-0-20)	14	1957-1962	19y 181d	24y 196d
667	44	Turner, Mark	1960-04-14	188cm	81kg	35 (20-0-15)	6	1979-1983	19y 84d	23y 37d
793	22	Bowyer, Glen	1979-12-28	181cm	84kg	35 (23-0-12)	14	1999-2001	19y 244d	21y 213d
809	24	Cox, Simon	1977-01-25	192cm	95kg	35 (18-0-17)	17	2002-2003	25y 72d	26y 181d
914	46	Cousins, James	1998-03-19	185cm	84kg	35 (11-1-23)	12	2017-2021	19y 68d	23y 127d
924	21	Scully, Tom	1991-05-15	181cm	80kg	35 (14-0-21)	16	2019-2020	27y 320d	29y 114d
64	5	Hammond, Bob	1905-09-01	182cm	84kg	34 (5-0-29)	14	1927-1928, 1931-1933	21y 255d	27y 268d
120	1	Harris, John	1903-11-04	165cm	63kg	34 (9-0-25)	10	1930-1931	26y 180d	27y 305d
169	3	Rodda, Roy	1910-05-09	163cm	65kg	34 (7-0-27)	31	1933-1935	22y 355d	25y 93d
182	9	Allison, Neil	1912-10-11	171cm	74kg	34 (10-0-24)	2	1934, 1936-1939	21y 206d	26y 256d
219	11	Neeson, Alf	1914-06-15	182cm	77kg	34 (12-0-22)	41	1936-1938	22y 5d	24y 45d
302	7	Horkings, Reg	1919-06-20	170cm	66kg	34 (10-0-24)	2	1942-1944	22y 337d	25y 25d
390	2	Wain, Fred	1928-06-06	183cm	83kg	34 (5-0-29)	8	1949-1950, 1952	20y 314d	24y 43d
753	21	Stevenson, Shayne	1970-06-12	179cm	81kg	34 (12-1-21)	30	1994-1997	24y 48d	27y 66d
239	34	Carter, George	1910-03-25	187cm	83kg	33 (10-1-22)	25	1938-1940	28y 36d	30y 47d
315	8	OKeefe, Jack	1915-09-29	193cm	87kg	33 (12-1-20)	23	1943-1945	27y 221d	29y 232d
374	16	Swenson, Clarrie	1923-05-23	175cm	71kg	33 (7-0-26)	37	1947-1949	24y 15d	26y 26d
385	24	Marr, Jack	1928-01-15	185cm	85kg	33 (4-0-29)	15	1948-1949, 1951-1953	20y 121d	25y 226d
415	21	MacDonald, Jack	1927-05-16	179cm	73kg	33 (9-0-24)	45	1951-1953	23y 354d	26y 7d
539	34	Dunshea, John	1943-10-11	185cm	83kg	33 (9-0-24)	17	1964-1967	20y 218d	23y 319d
801	52	Rehn, Shaun	1971-08-17	203cm	106kg	33 (19-0-14)	7	2001-2002	29y 226d	31y 13d
883	32	Simpkin, Jonathan	1987-10-28	181cm	81kg	33 (28-0-5)	15	2013-2015	25y 188d	27y 200d
61	27	Sherer, Charlie	1903-07-28	177cm	74kg	32 (1-0-31)	1	1927-1929	23y 283d	25y 280d
180	14	Hillard, Norm	1915-06-03	180cm	81kg	32 (13-0-19)	57	1933, 1936-1937	18y 91d	22y 86d
232	28	Waters, Gordon	1914-01-27	173cm	74kg	32 (12-1-19)	 	1937-1941	23y 150d	27y 110d
588	21	Murphy, Glenn	1949-12-02	180cm	83kg	32 (19-0-13)	6	1968-1970	18y 175d	20y 242d
975	24	Battle, Josh	1998-09-01	193cm	92kg	32 (22-0-10)	 	2025-2026	26y 187d	27y 229d
1	6	Burke, Paddy	1898-08-19	183cm	82kg	31 (6-1-24)	13	1925-1926	26y 256d	28y 23d
141	2	Collins, Norm	1904-05-07	173cm	68kg	31 (3-0-28)	 	1931-1933	27y 23d	29y 55d
167	14	Lee, Alex	1908-03-24	178cm	76kg	31 (6-0-25)	1	1933-1935	25y 36d	27y 167d
174	32	Bravo, Steve	1912-05-26	193cm	94kg	31 (10-0-21)	12	1933-1936	21y 29d	24y 81d
241	22	Moore, Bill	1917-03-05	180cm	80kg	31 (8-1-22)	11	1938-1941	21y 100d	24y 87d
329	3	Brannan, Andy	1919-06-04	164cm	55kg	31 (8-0-23)	39	1944-1946	24y 351d	27y 18d
362	5	Andrews, Len	1922-11-04	180cm	80kg	31 (4-0-27)	5	1946-1948	23y 230d	25y 270d
427	34	Collins, Bill	1933-01-23	185cm	83kg	31 (7-0-24)	22	1952-1953, 1955	19y 143d	22y 174d
493	18	Wilson, Geoff	1940-01-02	168cm	70kg	31 (14-0-17)	30	1958-1960	18y 177d	20y 189d
651	35	Ablett, Kevin	1958-03-26	185cm	86kg	31 (16-0-15)	22	1977, 1979-1980	19y 28d	22y 122d
832	20	Boyle, Tim	1984-01-28	194cm	95kg	31 (18-0-13)	39	2005-2008	21y 140d	24y 145d
953	30	Butler, Sam	2003-02-10	184cm	76kg	31 (15-0-16)	18	2022-2026	19y 93d	23y 67d
974	37	Barrass, Tom	1995-10-08	196cm	96kg	31 (21-0-10)	 	2025-2026	29y 150d	30y 192d
321	7	Rogers, Bert	1916-12-17	182cm	91kg	30 (6-1-23)	17	1943-1946	26y 191d	29y 152d
339	18	Lippiatt, Ken	1920-01-06	173cm	77kg	30 (6-1-23)	 	1944-1946	24y 219d	26y 209d
341	10	Spear, Tom	1919-11-15	178cm	85kg	30 (7-0-23)	 	1944-1947	24y 292d	27y 288d
399	6	Fitchett, Mike	1927-11-30	178cm	81kg	30 (8-0-22)	14	1950-1952	22y 143d	24y 274d
788	23	Collica, Michael	1977-07-09	185cm	85kg	30 (13-1-16)	4	1999-2000	21y 262d	22y 323d
947	16	Bramble, Lachlan	1998-04-19	182cm	75kg	30 (9-2-19)	2	2021-2023	23y 62d	25y 102d
21	26	Calwell, Bert	1898-12-25	173cm	 	29 (5-0-24)	3	1925-1927	26y 142d	28y 140d
58	5	Barker, Fred	1903-10-31	173cm	68kg	29 (1-0-28)	3	1927-1929	23y 181d	25y 178d
403	30	Bowman, Gordon	1927-02-10	175cm	73kg	29 (4-0-25)	2	1950-1951	23y 85d	24y 175d
434	25	Peck, Graham	1930-05-15	179cm	81kg	29 (11-0-18)	12	1953-1955	22y 338d	25y 41d
540	16	Roach, Don	1940-07-31	187cm	80kg	29 (12-0-17)	7	1964-1965	23y 304d	25y 28d
770	23	Crawford, Justin	1977-03-20	181cm	82kg	29 (11-0-18)	21	1997-1998	20y 9d	21y 148d
927	41	Hanrahan, Oliver	1998-08-27	181cm	75kg	29 (13-1-15)	18	2019-2021	20y 306d	22y 359d
38	5	Murphy, Frank	1900-03-14	185cm	84kg	28 (4-1-23)	20	1926-1928	26y 48d	28y 59d
159	22	Cameron, Lachlan	1909-04-12	188cm	81kg	28 (4-0-24)	9	1932-1934	23y 67d	25y 149d
386	26	Fisher, Bob	1929-03-14	175cm	80kg	28 (3-0-25)	6	1948-1950	19y 174d	21y 165d
545	35	Smith, Wes	1945-08-17	177cm	70kg	28 (8-0-20)	21	1965-1967	19y 257d	22y 9d
948	24	Grainger-Barras, Denver	2002-04-17	195cm	78kg	28 (12-1-15)	4	2021-2023	19y 71d	21y 125d
962	40	Mitchell, Seamus	2002-07-03	181cm	80kg	28 (13-0-15)	 	2023-2025	20y 287d	23y 2d
323	1	Slater, Ken	1924-03-22	188cm	78kg	27 (4-1-22)	20	1943-1945	19y 117d	21y 100d
325	12	Campbell, Tom	1924-07-26	191cm	94kg	27 (5-1-21)	12	1943-1945	19y 12d	20y 325d
351	6	Shea, Jack	1927-08-07	170cm	68kg	27 (7-0-20)	1	1945-1947	17y 334d	19y 262d
741	29	Baxter, Darren	1965-03-19	185cm	85kg	27 (16-0-11)	2	1993-1994	28y 8d	29y 112d
821	20	Beaumont, Simon	1975-12-13	189cm	88kg	27 (5-0-22)	12	2004-2005	28y 105d	29y 202d
873	13	Cheney, Kyle	1989-08-25	187cm	90kg	27 (22-0-5)	2	2011-2014	21y 284d	24y 292d
972	35	Dear, Calsher	2005-08-04	195cm	87kg	27 (20-0-7)	37	2024-2026	18y 275d	20y 257d
103	4	Hudd, Bill	1901-11-28	182cm	85kg	26 (6-0-20)	5	1929-1930	27y 150d	28y 289d
106	10	Yemm, Len	1904-03-23	185cm	81kg	26 (6-0-20)	7	1929-1930	25y 35d	26y 97d
384	29	Boys, Ron	1924-09-10	188cm	83kg	26 (7-0-19)	2	1948-1949	23y 248d	24y 337d
404	11	Hancock, Peter	1931-11-11	183cm	80kg	26 (6-0-20)	16	1950-1952	18y 176d	20y 216d
583	6	Fisher, John	1941-09-16	179cm	77kg	26 (14-1-11)	5	1968-1970	26y 212d	28y 242d
848	31	Dew, Stuart	1979-08-18	183cm	99kg	26 (18-0-8)	20	2008-2009	28y 218d	29y 300d
939	33	Brockman, Tyler	2002-11-22	181cm	75kg	26 (9-2-15)	23	2021, 2023	18y 118d	20y 250d
943	21	Phillips, Tom	1996-05-07	187cm	79kg	26 (11-2-13)	13	2021-2022	24y 317d	26y 77d
98	15	Ashby, Bert	1909-01-23	175cm	73kg	25 (7-0-18)	6	1928-1929, 1931-1935	19y 222d	26y 136d
400	13	Griffiths, Barry	1929-07-12	180cm	82kg	25 (0-0-25)	9	1950-1952	20y 284d	23y 49d
442	13	Jose, Max	1935-08-16	187cm	89kg	25 (10-0-15)	3	1953-1957	17y 350d	21y 324d
758	35	Gibson, Shannon	1975-11-07	183cm	77kg	25 (11-1-13)	18	1995-1997	19y 187d	21y 248d
891	31	Dewar, Angus	1992-10-12	192cm	88kg	25 (23-0-2)	1	2014-2016	21y 167d	23y 276d
112	16	Williams, Lyall	1906-06-18	174cm	81kg	24 (7-0-17)	 	1929-1930	22y 350d	24y 73d
114	24	Meade, Les	1904-11-04	173cm	69kg	24 (6-0-18)	 	1929-1931	24y 223d	26y 207d
279	25	Peters, Laurie	1916-06-13	183cm	80kg	24 (4-1-19)	 	1940-1944	24y 72d	28y 81d
730	21	Nugent, Glenn	1971-11-08	180cm	80kg	24 (14-0-10)	11	1990-1994	18y 255d	22y 222d
884	27	Spangher, Matthew	1987-04-23	195cm	96kg	24 (23-0-1)	2	2013-2016	26y 25d	29y 35d
954	36	Blanck, James	2000-11-20	196cm	93kg	24 (9-0-15)	 	2022-2023	21y 216d	22y 279d
158	35	Moloney, Dan	1913-04-09	179cm	 	23 (3-0-20)	 	1932-1934	19y 49d	21y 82d
190	22	Fuller, Alan	1912-08-01	178cm	79kg	23 (4-0-19)	2	1934-1935	21y 291d	22y 353d
264	29	Bell, Reg	1913-09-16	174cm	76kg	23 (8-0-15)	 	1940-1941	26y 224d	27y 348d
280	18	Graham, Bert	1921-03-01	185cm	79kg	23 (4-0-19)	9	1940-1942	19y 183d	21y 153d
623	34	Petch, Len	1954-11-24	182cm	78kg	23 (20-0-3)	 	1973, 1975-1977	18y 155d	22y 178d
678	13	Howard, Glenn	1962-11-17	185cm	80kg	23 (16-0-7)	3	1981-1983, 1986	18y 229d	23y 258d
702	37	Handley, Robert	1965-01-08	183cm	76kg	23 (18-0-5)	18	1985-1987	20y 116d	22y 107d
745	14	Bunn, Mark	1970-10-24	183cm	80kg	23 (9-0-14)	1	1993-1995	22y 217d	24y 298d
818	22	Kane, Ben	1983-03-22	183cm	82kg	23 (7-0-16)	1	2003-2004, 2006	20y 28d	23y 157d
6	1	Jackson, Jim	1890-04-28	174cm	73kg	22 (4-1-17)	1	1925-1926	35y 4d	36y 108d
296	12	Harris, Ron	1924-01-16	185cm	85kg	22 (2-0-20)	7	1942-1943, 1946	18y 113d	22y 227d
407	29	Gibb, Ray	1928-12-05	188cm	81kg	22 (2-0-20)	3	1950-1952	21y 166d	23y 136d
503	11	Hill, Malcolm	1938-10-07	188cm	92kg	22 (14-0-8)	6	1960-1962	21y 192d	23y 196d
755	8	Minton-Connell, Simon	1969-04-26	194cm	92kg	22 (7-0-15)	33	1995-1996	25y 340d	27y 134d
773	28	Scott, Brad	1976-05-03	181cm	87kg	22 (8-0-14)	6	1997	20y 330d	21y 119d
852	35	Morton, Jarryd	1988-10-05	191cm	87kg	22 (11-0-11)	12	2008-2010	19y 233d	21y 215d
941	28	Hartigan, Kyle	1991-11-07	194cm	98kg	22 (7-2-13)	 	2021-2022	29y 133d	30y 216d
82	29	Tasker, Roly	1907-08-28	169cm	67kg	21 (0-0-21)	10	1928-1929	20y 237d	21y 256d
450	7	Considine, Frank	1934-04-01	175cm	78kg	21 (10-1-10)	1	1954-1957	20y 58d	23y 117d
537	24	Butcher, Mike	1942-11-09	193cm	89kg	21 (10-0-11)	5	1964-1965	21y 175d	22y 285d
664	33	Moore, Terry	1951-08-06	196cm	93kg	21 (8-0-13)	10	1979-1980	27y 272d	29y 10d
668	18	Bennett, Andy	1955-03-30	191cm	86kg	21 (11-0-10)	18	1980, 1982-1983	25y 6d	28y 66d
752	33	Young, Matthew	1972-09-17	183cm	84kg	21 (9-0-12)	6	1994-1995	21y 239d	22y 350d
916	13	Glass, Conor	1997-09-28	189cm	84kg	21 (8-0-13)	2	2017-2020	19y 297d	22y 339d
14	7	Splatt, Clem	1899-09-17	188cm	84kg	20 (3-0-17)	1	1925-1927	25y 227d	27y 232d
113	9	Cathie, George	1905-10-26	178cm	79kg	20 (9-0-11)	1	1929-1930	23y 232d	24y 322d
139	29	Fisher, Stan	1911-02-04	174cm	 	20 (4-0-16)	1	1931-1932	20y 108d	21y 142d
153	23	Murdoch, Bob	1909-06-17	174cm	85kg	20 (3-0-17)	6	1932-1933	22y 318d	24y 35d
393	31	Prowse, Frank	1923-08-04	192cm	94kg	20 (3-0-17)	6	1949-1950	25y 304d	27y 22d
465	5	Cooper, John	1933-05-23	183cm	80kg	20 (10-1-9)	17	1956-1957	22y 327d	23y 353d
550	8	Gordes, Norm	1946-01-08	196cm	84kg	20 (3-0-17)	3	1965-1967	19y 155d	21y 195d
620	37	Bevan, Wayne	1953-01-26	192cm	88kg	20 (11-0-9)	37	1973-1975	20y 78d	22y 160d
650	45	Walter, Richard	1959-04-08	193cm	100kg	20 (10-0-10)	18	1977-1980	17y 359d	21y 144d
675	11	Davies, Rick	1952-04-08	188cm	90kg	20 (12-0-8)	37	1981	28y 354d	29y 143d
847	22	Tuck, Travis	1987-09-07	188cm	88kg	20 (11-0-9)	1	2007-2009	19y 325d	21y 349d
850	44	Stokes, Cameron	1989-07-02	174cm	74kg	20 (12-0-8)	8	2008-2010	18y 265d	20y 318d
26	22	Ennis, Mick	1901-04-25	183cm	70kg	19 (4-0-15)	42	1925-1927	24y 42d	26y 33d
256	14	Sutherland, Tom	1910-06-22	183cm	91kg	19 (7-0-12)	17	1939-1941	28y 332d	31y 69d
309	17	Lahiff, Tommy	1910-07-31	168cm	68kg	19 (8-0-11)	23	1942-1944	31y 352d	33y 357d
345	14	Barwick, Geoff	1919-09-29	187cm	89kg	19 (6-0-13)	14	1945	25y 211d	25y 337d
628	16	Scrimshaw, Ian	1954-12-24	185cm	86kg	19 (14-0-5)	20	1974-1975	19y 103d	20y 242d
630	33	Steel, Kelvin	1955-06-07	182cm	75kg	19 (13-0-6)	3	1974-1977	18y 324d	22y 102d
747	23	Crawshay, Simon	1974-08-25	200cm	93kg	19 (6-0-13)	2	1994-1996	19y 213d	21y 253d
825	17	Brennan, Luke	1985-03-03	185cm	85kg	19 (5-0-14)	11	2004-2006	19y 100d	21y 120d
9	2	Nott, Cyril	1898-12-04	180cm	70kg	18 (2-1-15)	1	1925-1926	26y 149d	27y 281d
31	34	McComb, Bert	1906-09-27	180cm	81kg	18 (1-0-17)	2	1925, 1928-1929	18y 287d	22y 282d
76	6	Answerth, Clarrie	1901-05-27	179cm	84kg	18 (0-0-18)	3	1928-1929	26y 330d	28y 7d
277	7	Barelli, Alan	1920-05-20	188cm	86kg	18 (7-0-11)	16	1940-1942	20y 61d	22y 31d
387	15	Bohan, Leo	1929-09-16	173cm	73kg	18 (3-0-15)	2	1949-1951	19y 212d	21y 343d
398	9	Rattray, Jim	1929-08-22	175cm	72kg	18 (2-0-16)	4	1949-1952	19y 356d	22y 269d
426	20	Atkins, Mack	1931-08-18	175cm	76kg	18 (6-0-12)	9	1952-1954	20y 301d	22y 249d
543	2	Tickell, John	1945-01-29	185cm	80kg	18 (4-0-14)	2	1965-1966	20y 78d	21y 175d
