Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
228	22	Giles, Jonathan	1988-01-08	201cm	101kg	9 (7-0-2)	3	2016-2017	28y 162d	29y 118d
299	27	Gross, Tom	2006-09-15	181cm	70kg	8 (1-0-7)	1	2025	18y 203d	18y 329d
113	25	Holmes, Todd	1979-07-14	187cm	88kg	7 (0-0-7)	 	1998-2000	18y 284d	20y 325d
170	15	Jones, Chad	1984-06-15	196cm	98kg	7 (2-0-5)	8	2007-2008	23y 16d	23y 322d
184	48	Cockie, Adam	1989-04-18	180cm	82kg	7 (1-0-6)	3	2009	20y 14d	20y 92d
188	36	Wilson, Callum	1988-06-09	191cm	94kg	7 (3-0-4)	13	2009-2010	21y 54d	22y 80d
212	19	Carter, Adam	1994-04-17	179cm	74kg	7 (3-0-4)	 	2013-2014	19y 88d	20y 136d
229	39	Karpany, Malcolm	1995-06-01	176cm	73kg	7 (2-0-5)	6	2016-2017	21y 59d	22y 66d
258	22	Winder, Isiah	2002-05-16	180cm	79kg	7 (0-0-7)	4	2021-2022	18y 329d	20y 19d
48	26	Melesso, Peter	1961-11-30	191cm	83kg	6 (3-0-3)	4	1989-1990	27y 137d	28y 262d
81	40	Hampson, Damian	1970-03-27	180cm	79kg	6 (4-0-2)	1	1993-1994	23y 78d	24y 126d
205	38	Newman, Murray	1993-11-18	179cm	70kg	6 (3-0-3)	4	2012, 2015	18y 225d	21y 285d
234	24	Partington, Luke	1997-03-05	181cm	79kg	6 (4-0-2)	3	2017	20y 147d	20y 188d
288	24	Johnston, Harvey	2005-08-18	185cm	79kg	6 (2-0-4)	 	2024	18y 260d	19y 6d
306	21	Duff-Tytler, Cooper	2007-08-22	201cm	 	6 (2-0-4)	2	2026	18y 205d	18y 240d
307	1	Duursma, Willem	2007-06-21	193cm	 	6 (2-0-4)	6	2026	18y 267d	18y 302d
311	20	Young, Tylar	1998-09-05	196cm	97kg	6 (2-0-4)	 	2026	27y 191d	27y 226d
91	15	Dunstan, Michael	1971-03-12	185cm	88kg	5 (3-0-2)	1	1995	24y 34d	24y 111d
304	46	Newton, Jacob	2006-03-20	179cm	76kg	5 (2-0-3)	2	2025-2026	19y 150d	20y 9d
308	5	Lindsay, Josh	2007-04-07	183cm	 	5 (1-0-4)	1	2026	18y 342d	19y 12d
3	19	Bennett, Darren	1965-01-09	196cm	98kg	4 (1-0-3)	7	1987	22y 79d	22y 99d
21	23	Bartlett, Glen	1964-06-10	195cm	95kg	4 (1-0-3)	 	1987	22y 298d	23y 58d
49	30	Browning, Clinton	1962-07-03	191cm	85kg	4 (1-0-3)	5	1989	26y 294d	26y 343d
53	29	Higgins, Peter	1966-10-11	198cm	90kg	4 (2-0-2)	 	1989	22y 243d	22y 299d
55	43	Gwilliam, Brad	1966-08-09	190cm	85kg	4 (3-0-1)	 	1990	23y 235d	23y 345d
75	8	Nichols, Trent	1969-04-07	173cm	77kg	4 (1-1-2)	3	1992	22y 357d	23y 26d
110	43	Marshall, Neil	1977-07-06	182cm	80kg	4 (3-0-1)	 	1997-1998	20y 13d	21y 27d
163	45	Edwards, Aaron	1984-03-02	184cm	92kg	4 (4-0-0)	2	2005	21y 94d	21y 122d
233	38	Mutimer, Kurt	1997-03-11	184cm	81kg	4 (3-0-1)	1	2017	20y 49d	20y 71d
310	40	Robertson, Deven	2001-06-30	182cm	80kg	4 (2-0-2)	 	2026	24y 258d	24y 286d
312	48	Schoenberg, Harry	2001-02-21	180cm	78kg	4 (1-0-3)	1	2026	25y 36d	25y 57d
80	42	Connell, Matthew	1972-08-03	181cm	76kg	3 (2-0-1)	 	1993	20y 237d	20y 299d
83	48	Retzlaff, Brendon	1969-04-22	180cm	78kg	3 (2-0-1)	 	1993	24y 65d	24y 100d
93	31	Heatley, Jason	1972-02-21	189cm	92kg	3 (3-0-0)	8	1995-1996	23y 103d	24y 186d
103	34	Sikora, Shane	1977-03-11	178cm	78kg	3 (1-0-2)	 	1996, 1998	19y 146d	21y 109d
124	4	Antonowicz, David	1980-06-01	194cm	93kg	3 (0-0-3)	 	2000	20y 2d	20y 51d
142	48	Tuckey, Brent	1979-08-27	192cm	94kg	3 (1-0-2)	1	2002	22y 216d	22y 264d
213	40	Morton, Cale	1990-01-18	192cm	86kg	3 (0-0-3)	1	2013	23y 177d	23y 191d
218	21	Colledge, Brant	1994-10-25	192cm	90kg	3 (2-0-1)	 	2014-2015	19y 162d	20y 218d
252	46	Reid, Nic	1995-09-04	188cm	86kg	3 (2-0-1)	1	2020	24y 347d	24y 358d
303	37	Champion, Malakai	2006-05-17	172cm	69kg	3 (0-0-3)	 	2025-2026	19y 48d	19y 322d
309	47	Murdock, Milan	2000-06-30	180cm	 	3 (1-0-2)	4	2026	25y 258d	25y 293d
5	11	Davidson, Peter	1963-08-29	183cm	80kg	2 (1-0-1)	 	1987	23y 212d	23y 226d
50	34	Geary, Richard	1963-09-24	181cm	78kg	2 (0-0-2)	 	1989	25y 211d	25y 322d
72	33	Kickett, Dale	1968-05-04	179cm	81kg	2 (0-0-2)	 	1991	23y 49d	23y 83d
85	49	Hall, Derek	1970-11-29	189cm	92kg	2 (2-0-0)	3	1993	22y 244d	22y 252d
108	20	Cummings, Trent	1973-12-28	182cm	84kg	2 (1-0-1)	1	1997	23y 148d	23y 154d
126	21	OBrien, Michael	1980-07-25	180cm	82kg	2 (0-0-2)	 	2000	19y 328d	19y 336d
161	25	McConnell, Daniel	1986-06-21	189cm	88kg	2 (1-0-1)	 	2005	18y 327d	18y 334d
183	34	Notte, Tony	1990-04-15	194cm	71kg	2 (0-0-2)	 	2008	18y 123d	18y 131d
197	33	Jones, Jordan	1990-06-29	189cm	86kg	2 (0-0-2)	 	2010	20y 54d	20y 60d
245	45	Smith, Josh	1994-01-02	180cm	80kg	2 (1-0-1)	1	2019	25y 87d	25y 158d
248	26	Watson, Francis	1995-09-29	187cm	81kg	2 (2-0-0)	 	2019	23y 295d	23y 301d
270	52	Mountford, Declan	1997-02-13	181cm	75kg	2 (0-0-2)	1	2022	25y 42d	25y 83d
272	34	Strnadica, Luke	1998-01-01	203cm	103kg	2 (0-0-2)	1	2022	24y 112d	24y 118d
284	30	Barnett, Harry	2004-01-22	203cm	98kg	2 (0-0-2)	 	2023-2024	19y 161d	20y 62d
31	9	OLoughlin, Glenn	1959-07-04	175cm	67kg	1 (0-0-1)	 	1987	27y 316d	27y 316d
32	34	King, Sean	1964-06-28	181cm	78kg	1 (1-0-0)	2	1987	23y 63d	23y 63d
33	37	Mifka, Paul	1965-06-08	186cm	81kg	1 (1-0-0)	 	1987	22y 83d	22y 83d
42	11	Caton, Kevin	1965-05-10	183cm	76kg	1 (1-0-0)	1	1988	23y 82d	23y 82d
54	32	Cable, Shane	1970-02-21	180cm	67kg	1 (1-0-0)	 	1989	19y 115d	19y 115d
68	42	Young, Cory	1971-03-06	177cm	75kg	1 (1-0-0)	1	1991	20y 66d	20y 66d
70	31	Dargie, Ian	1963-11-15	178cm	72kg	1 (1-0-0)	 	1991	27y 206d	27y 206d
122	34	Bennett, Scott	1980-01-08	180cm	71kg	1 (0-0-1)	 	2000	20y 106d	20y 106d
148	42	Johnson, Paul	1984-06-26	199cm	103kg	1 (1-0-0)	 	2003	18y 305d	18y 305d
158	43	Beeck, Zach	1982-06-30	197cm	91kg	1 (0-0-1)	 	2004	22y 25d	22y 25d
200	44	Weedon, Gerrick	1991-05-25	182cm	83kg	1 (0-0-1)	 	2011	19y 348d	19y 348d
204	19	Neates, Ryan	1991-06-21	169cm	68kg	1 (0-0-1)	 	2012	20y 326d	20y 326d
220	28	Lamb, Tom	1996-10-19	193cm	82kg	1 (0-0-1)	1	2015	18y 167d	18y 167d
255	22	Brayshaw, Hamish	1998-02-09	187cm	90kg	1 (1-0-0)	 	2020	22y 214d	22y 214d
266	47	Black, Aaron	1992-12-25	181cm	81kg	1 (0-0-1)	1	2022	29y 92d	29y 92d
267	49	Dewar, Angus	1992-10-12	192cm	88kg	1 (0-0-1)	 	2022	29y 166d	29y 166d
268	48	Giro, Stefan	1999-03-10	175cm	77kg	1 (0-0-1)	 	2022	23y 17d	23y 17d
274	46	Florenca, Jake	1997-05-15	184cm	86kg	1 (0-0-1)	 	2022	24y 357d	24y 357d
287	36	Rawlinson, Loch	2005-06-01	177cm	72kg	1 (0-0-1)	 	2024	18y 310d	18y 310d
305	31	Grego, Lucca	2006-08-15	184cm	77kg	1 (0-0-1)	 	2025	19y 8d	19y 8d
