Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
1025	28	Scott, Anthony	1995-02-28	180cm	76kg	59 (36-0-23)	29	2021-2024	26y 19d	29y 108d
191	14	McCrae, Cliff	1913-11-30	180cm	75kg	58 (17-2-39)	62	1935-1939	21y 169d	25y 199d
854	26	Cox, Simon	1977-01-25	192cm	95kg	58 (27-0-31)	24	1995-2001	18y 122d	24y 199d
652	11	Kelly, Mick	1952-11-16	173cm	72kg	57 (19-2-36)	18	1976-1980	23y 202d	27y 176d
840	25	Watts, Jason	1971-07-29	185cm	80kg	57 (24-1-32)	51	1994-1998	22y 240d	27y 2d
878	25	Hunter, Kingsley	1975-05-27	191cm	102kg	57 (25-1-31)	28	1999-2002	24y 23d	27y 83d
984	24	Biggs, Shane	1991-08-05	187cm	84kg	57 (34-0-23)	8	2015-2018	23y 292d	26y 343d
1000	27	Lipinski, Patrick	1998-07-17	187cm	84kg	56 (31-0-25)	30	2017-2021	19y 39d	23y 14d
44	8	Rowe, Charlie	1902-04-25	170cm	68kg	55 (19-1-35)	13	1926-1929	24y 6d	27y 100d
547	32	Reilly, John	1942-01-11	191cm	87kg	55 (14-0-41)	1	1966-1969	24y 130d	27y 217d
960	14	Smith, Clay	1993-05-11	181cm	85kg	55 (23-0-32)	43	2012-2017	18y 326d	24y 86d
99	23	Downie, Bill	1908-12-04	184cm	81kg	54 (25-1-28)	26	1929-1932	20y 158d	23y 267d
617	17	Gallagher, Adrian	1946-05-12	179cm	78kg	54 (25-2-27)	38	1973-1975	26y 337d	29y 110d
1014	43	Gardner, Ryan	1997-06-01	197cm	93kg	54 (31-0-23)	3	2019-2023, 2025	22y 1d	28y 4d
1040	18	ODonnell, James	2002-08-31	197cm	88kg	54 (31-0-23)	7	2023-2026	20y 255d	23y 229d
148	10	Waye, Tom	1909-12-28	170cm	69kg	53 (23-1-29)	43	1932-1935	22y 124d	25y 183d
339	23	Linton, Alby	1926-11-18	170cm	70kg	53 (24-0-29)	46	1947-1952	20y 236d	25y 265d
434	15	Quarrell, John	1938-01-22	178cm	76kg	53 (25-1-27)	17	1957-1962	19y 90d	24y 180d
1042	29	Bramble, Lachlan	1998-04-19	182cm	75kg	53 (32-0-21)	10	2024-2026	25y 333d	27y 363d
981	17	Boyd, Tom	1995-08-22	200cm	103kg	52 (29-0-23)	42	2015-2018	19y 225d	22y 334d
29	17	McDonald, Norm	1898-05-03	168cm	63kg	51 (17-0-34)	67	1925-1928	27y 41d	30y 121d
152	21	Rodwell, Roy	1908-11-09	179cm	76kg	51 (18-1-32)	27	1932-1935	23y 236d	26y 302d
653	17	Smedts, Alby	1952-01-09	184cm	79kg	51 (18-1-32)	4	1976-1979	24y 169d	27y 207d
844	44	Osborne, Richard	1964-06-16	182cm	86kg	51 (24-2-25)	98	1994-1996	29y 312d	31y 357d
896	40	Birss, Shane	1983-03-11	183cm	80kg	51 (17-2-32)	20	2002-2006	19y 26d	23y 167d
967	18	Roberts, Fletcher	1993-06-03	196cm	92kg	51 (26-0-25)	 	2012, 2014-2019	19y 70d	25y 349d
1036	10	Darcy, Sam	2003-07-19	205cm	94kg	51 (30-0-21)	101	2022-2026	19y 18d	22y 272d
587	31	Austin, Graeme	1952-06-01	177cm	71kg	50 (26-0-24)	17	1970-1974	17y 363d	22y 84d
892	20	Bowden, Patrick	1981-08-04	191cm	89kg	50 (8-1-41)	55	2001-2005	19y 357d	23y 347d
1016	17	Bruce, Josh	1992-06-08	197cm	101kg	50 (30-0-20)	63	2020-2023	27y 286d	31y 51d
141	12	OBrien, Wally	1907-01-02	170cm	 	49 (25-0-24)	2	1931-1934	24y 176d	27y 256d
204	13	Flanigan, Bob	1914-03-25	175cm	74kg	49 (20-0-29)	1	1936-1940	22y 38d	26y 82d
209	9	Evans, Roy	1910-11-10	178cm	69kg	49 (20-0-29)	15	1936-1939	25y 195d	28y 198d
579	40	McGhie, Robert	1951-08-18	192cm	86kg	49 (23-0-26)	6	1969-1972, 1979	17y 307d	27y 351d
760	38	Petraglia, Angelo	1963-06-03	172cm	70kg	49 (23-0-26)	56	1985-1989	22y 54d	26y 70d
861	12	Cook, James	1974-01-07	190cm	95kg	49 (32-1-16)	96	1996-1999	22y 90d	25y 233d
852	23	Martin, Michael	1977-02-25	182cm	86kg	48 (26-1-21)	18	1995-1999	18y 84d	22y 142d
53	13	Thompson, Roy	1905-02-18	177cm	78kg	47 (17-1-29)	 	1926-1929	21y 128d	24y 180d
246	8	Cahill, Pat	1919-07-25	188cm	83kg	47 (27-1-19)	19	1939-1941, 1943-1944, 1946-1947	19y 271d	27y 345d
293	31	McTaggart, Bill	1921-02-23	178cm	75kg	47 (29-1-17)	56	1943-1945	22y 81d	24y 183d
333	1	Webb, Norm	1921-05-18	180cm	83kg	47 (20-1-26)	17	1947-1949	25y 364d	28y 87d
755	4	Hardie, Brad	1962-10-10	181cm	88kg	47 (28-0-19)	28	1985-1986	22y 171d	23y 324d
799	6	Wigney, Stuart	1969-04-19	191cm	99kg	47 (19-1-27)	21	1988-1991	19y 103d	22y 93d
989	37	Smith, Roarke	1996-09-11	181cm	81kg	47 (25-0-22)	14	2015-2016, 2018-2022	18y 346d	25y 357d
1029	24	Khamis, Buku	2000-03-24	189cm	82kg	47 (28-0-19)	20	2021-2026	21y 46d	26y 24d
520	28	Fincher, Noel	1944-06-10	185cm	76kg	46 (14-0-32)	7	1964-1968	19y 334d	24y 5d
585	36	Pagnoccolo, Charles	1951-03-25	178cm	70kg	46 (15-0-31)	51	1970-1973	19y 38d	22y 111d
370	16	McRae, Frank	1927-08-03	183cm	86kg	45 (21-0-24)	6	1950-1954	22y 311d	26y 334d
574	11	Rippon, Laurie	1950-08-09	193cm	99kg	45 (20-0-25)	4	1969-1973	18y 267d	22y 276d
620	37	Gingell, Glenn	1953-05-16	183cm	79kg	45 (22-2-21)	21	1973-1976	19y 347d	23y 20d
646	23	Perussich, Lee	1955-11-18	175cm	72kg	45 (16-1-28)	12	1975-1979	19y 194d	23y 287d
871	19	Contessa, Adam	1976-12-29	176cm	81kg	45 (26-1-18)	8	1997-2001	20y 181d	24y 189d
874	31	Alvey, Mark	1980-06-10	177cm	76kg	45 (21-1-23)	28	1998-2003	17y 353d	22y 313d
893	11	Bandy, Daniel	1975-11-18	200cm	99kg	45 (14-1-30)	46	2002-2005	26y 133d	29y 241d
903	34	Skipper, Wayde	1983-03-01	193cm	95kg	45 (17-2-26)	19	2003-2008	20y 49d	25y 182d
1006	13	Schache, Josh	1997-08-21	199cm	94kg	45 (21-0-24)	53	2018-2022	20y 277d	24y 321d
2	26	Doolan, Bill	1895-07-27	180cm	 	44 (10-0-34)	2	1925-1928	29y 279d	32y 269d
200	18	Sainsbury, Rob	1916-01-05	173cm	70kg	43 (19-0-24)	2	1935, 1937-1941	19y 231d	25y 188d
244	26	Page, Charlie	1917-03-02	180cm	80kg	43 (21-0-22)	113	1938-1941	21y 171d	24y 160d
508	20	Bradley, John	1943-05-10	184cm	89kg	43 (18-0-25)	12	1963-1967	20y 8d	24y 87d
529	4	Stevens, Kevin	1944-02-15	193cm	86kg	43 (9-0-34)	30	1965-1968	21y 63d	24y 114d
684	4	Berry, William	1957-06-27	196cm	92kg	43 (8-0-35)	18	1979-1982	21y 354d	25y 62d
725	43	MacPherson, Rod	1963-09-21	177cm	80kg	43 (20-0-23)	24	1982-1986	18y 285d	22y 343d
823	6	Campbell, Tony	1967-08-13	189cm	93kg	43 (25-0-18)	4	1992-1993, 1996	24y 222d	29y 5d
207	6	Standfield, Paul	1916-10-20	183cm	76kg	42 (14-0-28)	14	1936-1940	19y 195d	23y 190d
398	33	McCarthy, Ron	1934-11-03	180cm	76kg	42 (28-1-13)	3	1953-1956	18y 180d	21y 205d
462	8	McDonald, Cameron	1940-06-24	183cm	83kg	42 (17-0-25)	23	1959-1963	18y 298d	23y 40d
480	28	Evans, Charlie	1942-01-07	175cm	78kg	42 (24-0-18)	 	1960-1963	18y 156d	21y 173d
641	5	Featherby, Peter	1951-12-12	183cm	85kg	42 (21-1-20)	15	1975-1976	23y 114d	24y 267d
881	18	Bartlett, Trent	1976-11-26	189cm	95kg	42 (19-0-23)	34	2000-2002	23y 106d	25y 167d
963	15	Campbell, Tom	1991-11-02	200cm	106kg	42 (18-0-24)	23	2012-2017	20y 234d	25y 296d
976	8	Crameri, Stewart	1988-08-10	190cm	98kg	42 (18-0-24)	70	2014-2015, 2017	25y 225d	28y 233d
1048	27	Freijah, Joel	2005-11-14	191cm	88kg	42 (27-0-15)	23	2024-2026	18y 179d	20y 154d
31	30	Sherman, Ted	1902-08-30	175cm	 	41 (23-0-18)	1	1925, 1931-1933	22y 287d	30y 298d
651	16	Blair, Dennis	1951-08-20	187cm	85kg	41 (18-2-21)	9	1976-1978	24y 283d	26y 329d
175	9	Leahy, Billy	1911-03-07	178cm	73kg	40 (9-2-29)	22	1934-1936	23y 66d	25y 105d
329	30	Robb, Tim	1924-12-17	170cm	72kg	40 (18-1-21)	63	1947-1949	22y 123d	24y 162d
387	10	Harper, Roy	1929-03-29	183cm	86kg	40 (19-0-21)	26	1952-1955	23y 21d	26y 46d
489	21	Ion, Barry	1941-10-09	178cm	76kg	40 (20-0-20)	5	1961-1965	19y 209d	23y 267d
659	42	Foreman, Wayne	1955-05-16	180cm	76kg	40 (14-1-25)	29	1977-1979	21y 363d	24y 108d
677	6	Cowton, Gary	1952-12-30	188cm	92kg	40 (11-1-28)	4	1979-1980	26y 98d	27y 244d
763	15	Rance, Murray	1962-01-25	191cm	89kg	40 (20-1-19)	5	1986-1987	24y 65d	25y 202d
825	8	Toohey, Bernard	1963-02-18	188cm	85kg	40 (26-0-14)	4	1992-1993	29y 33d	30y 191d
932	28	Welsh, Scott	1978-12-07	188cm	89kg	40 (26-1-13)	63	2008-2009	29y 107d	30y 285d
1046	9	Sanders, Ryley	2005-01-21	186cm	86kg	40 (24-0-16)	13	2024-2026	19y 56d	21y 86d
819	34	Sexton, Ben	1972-10-29	191cm	90kg	39 (20-1-18)	32	1991-1995	18y 201d	22y 315d
940	28	Hall, Barry	1977-02-08	194cm	104kg	39 (21-0-18)	135	2010-2011	33y 48d	34y 207d
1030	38	Garcia, Riley	2001-01-30	177cm	70kg	39 (21-0-18)	15	2021-2025	20y 118d	24y 206d
1037	13	Baker, Oskar	1998-05-25	184cm	82kg	39 (22-0-17)	17	2023-2026	24y 297d	27y 327d
90	21	Woodman, Norm	1902-07-27	 	 	38 (12-1-25)	8	1928-1930	26y 1d	28y 48d
98	19	Williams, Arthur	1902-04-23	183cm	 	38 (12-0-26)	4	1929-1932	27y 11d	30y 112d
137	3	Minogue, Wally	1910-04-06	168cm	 	38 (22-0-16)	19	1931-1933	21y 26d	23y 86d
841	12	Koster, Kym	1973-02-01	182cm	79kg	38 (20-1-17)	13	1994-1995	21y 62d	22y 220d
845	37	Hargraves, Daniel	1976-01-24	192cm	93kg	38 (14-0-24)	62	1994-1997	18y 124d	21y 183d
42	16	Johnstone, Doug	1903-08-05	 	 	37 (11-0-26)	 	1926-1928	22y 269d	24y 323d
424	19	Buckley, Brian	1935-03-29	183cm	80kg	37 (12-0-25)	3	1956-1959	21y 23d	24y 146d
540	10	Cook, Graeme	1948-04-01	185cm	90kg	37 (12-0-25)	17	1966-1970	18y 24d	22y 80d
630	1	Parke, Greg	1948-04-18	185cm	85kg	37 (21-1-15)	56	1974-1975	25y 353d	27y 113d
702	28	McConnell, Alan	1957-03-30	178cm	73kg	37 (6-0-31)	5	1980-1982	23y 104d	25y 144d
751	9	Bamblett, Les	1963-08-05	178cm	85kg	37 (22-0-15)	59	1984-1988	21y 6d	24y 297d
793	4	Davies, Darren	1965-10-14	181cm	80kg	37 (17-0-20)	35	1988-1990	22y 178d	24y 301d
95	6	Russ, Bill	1899-07-06	171cm	62kg	36 (10-1-25)	19	1929-1930	29y 295d	31y 69d
142	25	Fincher, Jack	1904-11-27	168cm	72kg	36 (22-0-14)	24	1931-1933	26y 226d	28y 237d
351	31	King, Jack	1928-01-13	185cm	84kg	36 (11-0-25)	3	1948-1953	20y 207d	25y 158d
777	40	Moloney, Troy	1966-05-18	175cm	76kg	36 (16-1-19)	4	1987, 1989-1992	20y 314d	25y 365d
807	1	Charles, Justin	1970-09-28	196cm	100kg	36 (18-1-17)	24	1989-1993	18y 332d	22y 278d
918	37	Wight, Cameron	1985-04-05	200cm	97kg	36 (17-1-18)	6	2005-2008	20y 39d	23y 99d
928	3	Everitt, Andrejs	1989-03-13	194cm	90kg	36 (22-1-13)	8	2007-2010	18y 116d	21y 168d
980	43	Redpath, Jack	1990-12-13	194cm	100kg	36 (22-0-14)	57	2014-2018	23y 205d	27y 122d
81	5	Watt, Jack	1907-06-19	177cm	74kg	35 (15-1-19)	4	1928-1929	20y 307d	22y 66d
182	11	Bridgfoot, Jack	1910-09-28	184cm	84kg	35 (7-2-26)	5	1935-1937	24y 211d	26y 278d
439	22	Payne, Kelvin	1939-02-15	188cm	86kg	35 (12-0-23)	5	1957-1959, 1963-1964	18y 106d	25y 70d
625	11	Rasmussen, Ivan	1952-07-23	178cm	72kg	35 (16-1-18)	42	1973-1975	20y 335d	23y 38d
695	38	Berry, Jeff	1957-03-25	183cm	80kg	35 (6-0-29)	4	1980-1982	23y 39d	25y 81d
774	22	Cullen, Mark	1968-09-23	180cm	76kg	35 (14-1-20)	25	1986-1991	17y 334d	22y 264d
885	27	Penny, Luke	1981-02-08	193cm	94kg	35 (15-0-20)	5	2000-2002	19y 117d	21y 197d
979	22	Honeychurch, Mitch	1995-03-02	175cm	70kg	35 (15-0-20)	15	2014-2018	19y 119d	23y 149d
145	16	Dayman, Les	1901-10-28	183cm	82kg	34 (16-0-18)	68	1932-1934	30y 185d	32y 245d
336	24	Miller, Tom	1928-07-03	188cm	102kg	34 (12-1-21)	3	1947-1950	18y 360d	22y 54d
422	10	Westacott, John	1933-08-09	188cm	90kg	34 (20-1-13)	 	1955-1957, 1959	21y 348d	26y 20d
472	6	Beamish, Keith	1941-02-12	170cm	67kg	34 (14-0-20)	23	1959-1961	18y 135d	20y 223d
701	40	Perrin, Brian	1957-07-30	180cm	87kg	34 (11-0-23)	8	1980-1983	22y 320d	26y 7d
748	19	Tzatzaris, Zeno	1965-05-09	188cm	85kg	34 (17-0-17)	 	1984-1990	18y 334d	24y 327d
836	9	Nicholson, Brad	1974-06-04	186cm	82kg	34 (15-2-17)	1	1993-1996	19y 50d	21y 350d
63	1	Scanlan, Paddy	1896-09-06	173cm	69kg	33 (13-0-20)	15	1927-1928	30y 236d	31y 361d
132	2	Cubbins, Bill	1899-05-04	180cm	80kg	33 (19-0-14)	 	1931-1932, 1934	31y 363d	35y 29d
185	18	McLaughlin, Hugh	1909-07-16	179cm	80kg	33 (8-2-23)	 	1935-1937	25y 285d	27y 282d
536	7	Jackman, Kevin	1945-06-30	175cm	73kg	33 (7-0-26)	36	1965-1968	19y 361d	23y 34d
551	29	Cook, Fred	1947-11-16	189cm	89kg	33 (7-0-26)	2	1967-1969	19y 150d	21y 175d
738	5	Williams, Ian	1957-07-01	180cm	80kg	33 (19-0-14)	45	1983-1985	25y 268d	27y 321d
756	17	Maylin, Phil	1956-04-20	175cm	76kg	33 (20-0-13)	8	1985-1986	29y 7d	30y 132d
1002	26	Gowers, Billy	1996-06-10	187cm	87kg	33 (12-0-21)	39	2018-2020	21y 288d	24y 49d
1004	8	Trengove, Jackson	1990-11-02	197cm	97kg	33 (13-0-20)	5	2018-2020	27y 143d	29y 270d
39	14	Chapple, Les	1898-11-09	171cm	 	32 (9-0-23)	82	1926-1928	27y 173d	29y 192d
136	5	Lambe, Alf	1904-06-28	177cm	74kg	32 (20-0-12)	 	1931-1932	26y 308d	28y 67d
345	17	Bulman, Alan	1927-09-18	188cm	89kg	32 (18-0-14)	11	1948-1952	20y 226d	24y 242d
371	14	Barrett, John	1928-12-21	177cm	76kg	32 (14-0-18)	1	1950-1953	21y 185d	24y 244d
415	31	Ryan, Lionel	1935-05-13	178cm	86kg	32 (18-1-13)	12	1954-1957	19y 72d	21y 363d
468	24	Slattery, Jack	1937-03-23	183cm	74kg	32 (18-0-14)	41	1959-1962	22y 75d	25y 155d
753	11	Daniels, Allen	1959-04-21	177cm	83kg	32 (20-0-12)	21	1985-1986	25y 343d	27y 103d
768	36	Hannebery, Matt	1964-10-16	183cm	83kg	32 (16-1-15)	4	1986-1990	21y 206d	25y 244d
821	25	Mansfield, Matthew	1969-06-24	188cm	79kg	32 (20-0-12)	5	1991-1993	22y 40d	24y 23d
1010	22	Lloyd, Sam	1990-03-03	180cm	81kg	32 (16-0-16)	45	2019-2020	29y 20d	30y 187d
324	23	Logan, Jack	1923-12-14	185cm	80kg	31 (15-1-15)	14	1946-1948	22y 141d	24y 237d
461	2	Devery, Terry	1938-03-22	170cm	76kg	31 (10-0-21)	28	1959-1961	21y 27d	23y 24d
700	11	De Koning, Terry	1961-05-10	196cm	96kg	31 (7-0-24)	2	1980-1982	19y 35d	21y 110d
835	19	Beveridge, Luke	1970-08-23	173cm	79kg	31 (19-1-11)	29	1993-1995	22y 300d	24y 348d
9	1	McCarthy, Con	1893-02-10	180cm	89kg	30 (7-0-23)	17	1925-1926	32y 81d	33y 185d
69	20	Greenhalgh, Ralph	1899-05-08	 	 	30 (14-0-16)	 	1927-1928	28y 20d	29y 116d
249	11	Jacobsen, Allan	1916-08-18	188cm	87kg	30 (14-0-16)	27	1939, 1945	22y 275d	29y 14d
296	16	Dudley, Merv	1917-05-31	189cm	83kg	30 (18-0-12)	10	1943-1945	25y 356d	28y 93d
364	8	Egan, Reg	1927-04-24	168cm	72kg	30 (12-0-18)	33	1950-1953	23y 5d	26y 8d
446	31	Howard, Ron	1940-01-13	180cm	75kg	30 (8-0-22)	22	1958-1960	18y 89d	20y 129d
591	29	Simmons, Grant	1952-06-09	193cm	85kg	30 (14-2-14)	1	1970-1971, 1973-1976	18y 67d	24y 38d
798	3	Campbell, Adrian	1969-01-04	190cm	90kg	30 (13-1-16)	31	1988-1990, 1992	19y 187d	23y 182d
870	29	Powell, Stephen	1976-09-07	181cm	87kg	30 (19-1-10)	21	1997-1999	20y 237d	23y 4d
965	32	Talia, Michael	1993-02-11	194cm	94kg	30 (12-0-18)	3	2012-2015	19y 175d	22y 193d
974	24	Hrovat, Nathan	1994-06-07	175cm	78kg	30 (14-0-16)	14	2013-2016	18y 352d	22y 82d
1028	29	Hannan, Mitch	1994-03-09	189cm	87kg	30 (17-0-13)	21	2021-2023	27y 52d	29y 114d
133	11	Hanson, Jack	1909-10-14	180cm	 	29 (18-0-11)	 	1931-1933	21y 200d	23y 246d
272	32	Houston, Bill	1918-08-14	180cm	78kg	29 (19-0-10)	44	1941-1944	22y 269d	25y 308d
283	22	Chisholm, Norm	1914-10-17	168cm	66kg	29 (17-0-12)	2	1942-1943	27y 211d	28y 315d
320	16	Welsh, Jack	1924-10-20	185cm	84kg	29 (14-0-15)	12	1945-1949	20y 260d	24y 199d
555	17	Haynes, Ray	1947-11-24	177cm	75kg	29 (13-0-16)	1	1967, 1969-1970	19y 184d	22y 250d
594	26	Brown, Don	1953-03-23	179cm	71kg	29 (14-0-15)	15	1971-1974	18y 25d	21y 91d
909	24	Rawlings, Jade	1977-10-09	196cm	97kg	29 (8-0-21)	32	2004-2005	26y 171d	27y 267d
947	37	Markovic, Lukas	1987-01-05	193cm	95kg	29 (7-0-22)	5	2011-2013	24y 81d	26y 168d
961	47	Austin, Mark	1989-02-24	193cm	93kg	29 (12-0-17)	1	2012-2014	23y 58d	25y 188d
1051	8	Kennedy, Matthew	1997-04-06	188cm	89kg	29 (18-0-11)	23	2025-2026	27y 343d	29y 11d
165	3	Grundy, Bill	1911-11-22	166cm	66kg	28 (13-0-15)	4	1933-1934	21y 195d	22y 297d
217	23	Porter, Roy	1917-08-24	185cm	86kg	28 (6-0-22)	23	1937-1940	19y 257d	22y 282d
353	7	Reid, Bruce	1929-04-27	175cm	77kg	28 (11-0-17)	15	1949-1951	19y 356d	22y 45d
401	20	Warren, Allen	1931-05-02	178cm	76kg	28 (21-0-7)	2	1953-1955	22y 7d	24y 61d
523	34	Vosilaitis, Algy	1943-01-29	183cm	82kg	28 (6-0-22)	14	1964-1966	21y 108d	23y 98d
530	11	Pleitner, Bryan	1945-12-09	187cm	87kg	28 (6-0-22)	7	1965-1968	19y 136d	22y 154d
679	2	Loveless, Shane	1958-11-15	196cm	98kg	28 (6-0-22)	72	1979-1981	20y 143d	22y 287d
729	17	Hansen, Chris	1956-05-07	196cm	100kg	28 (12-0-16)	1	1983-1984	26y 323d	28y 19d
16	2	Samson, Vic	1892-03-04	175cm	79kg	27 (7-0-20)	8	1925-1926	33y 59d	34y 191d
26	9	Nunan, Joe	1904-12-23	183cm	83kg	27 (5-0-22)	6	1925-1927	20y 158d	22y 177d
365	1	Henderson, Don	1930-07-13	179cm	75kg	27 (13-0-14)	17	1950-1951, 1953	19y 290d	22y 279d
407	26	Nuttall, Jack	1929-01-30	185cm	86kg	27 (18-1-8)	 	1953-1955	24y 183d	26y 167d
445	1	Kerr, Barrie	1938-01-30	188cm	83kg	27 (9-0-18)	20	1957-1959	19y 199d	21y 134d
956	49	Cordy, Ayce	1990-08-06	204cm	99kg	27 (11-0-16)	15	2011-2015	21y 15d	24y 291d
991	25	Adams, Marcus	1993-06-30	192cm	93kg	27 (14-0-13)	4	2016-2018	22y 271d	25y 29d
102	13	Nunn, Ernie	1904-09-23	179cm	81kg	26 (11-1-14)	19	1929-1931	24y 237d	26y 354d
162	32	Vosti, Jack	1903-04-25	185cm	76kg	26 (12-0-14)	 	1933-1934	30y 18d	31y 122d
203	16	Ferguson, Artie	1910-07-18	180cm	74kg	26 (7-0-19)	1	1936-1937	25y 289d	26y 343d
251	10	Ryan, Bill	1914-07-27	184cm	78kg	26 (11-0-15)	23	1939-1940	24y 297d	26y 14d
299	18	Gingell, Harry	1916-05-24	185cm	90kg	26 (13-0-13)	2	1943, 1945	27y 33d	29y 100d
342	8	Isaac, Max	1924-05-01	175cm	80kg	26 (11-0-15)	10	1947-1950, 1952	23y 100d	27y 361d
776	17	Cronan, Phil	1959-07-17	183cm	75kg	26 (13-0-13)	5	1987-1988	27y 254d	28y 303d
899	29	McGuinness, Kieran	1983-07-08	190cm	88kg	26 (5-2-19)	7	2002-2006	18y 363d	23y 35d
957	15	Tutt, Jason	1991-05-15	177cm	81kg	26 (8-0-18)	22	2011-2014	20y 98d	23y 37d
1044	12	Gallagher, Harvey	2003-09-26	181cm	77kg	26 (13-0-13)	10	2024-2026	20y 173d	22y 197d
7	14	Laidlaw, Col	1896-09-16	173cm	71kg	25 (5-0-20)	1	1925-1926	28y 228d	29y 332d
78	13	Sloley, Charlie	1906-09-13	 	 	25 (12-1-12)	35	1927-1929	20y 355d	22y 317d
107	17	Walshe, Frank	1904-09-30	180cm	87kg	25 (7-0-18)	4	1929-1931	24y 279d	26y 235d
172	18	Pollard, Dick	1913-06-25	180cm	 	25 (7-2-16)	22	1934-1935	20y 314d	22y 25d
179	15	Bogie, Les	1911-05-02	174cm	63kg	25 (3-2-20)	4	1934-1936	23y 59d	25y 98d
183	7	Eason, Dick	1913-11-20	178cm	71kg	25 (5-0-20)	21	1935-1937	21y 158d	23y 197d
263	21	Murphy, Len	1909-11-23	189cm	86kg	25 (13-0-12)	28	1940-1941	30y 163d	31y 259d
287	19	Dougherty, George	1913-12-09	191cm	93kg	25 (14-0-11)	30	1942-1943	28y 186d	29y 262d
451	37	Bradbury, John	1941-03-31	180cm	84kg	25 (9-0-16)	2	1958, 1960-1961, 1963	17y 68d	22y 48d
740	38	Duperouzel, Bruce	1950-04-21	174cm	74kg	25 (12-0-13)	24	1983-1984	33y 16d	34y 133d
752	21	Buhagiar, Tony	1955-10-03	166cm	74kg	25 (17-0-8)	36	1985	29y 178d	29y 353d
867	1	Minton-Connell, Simon	1969-04-26	194cm	92kg	25 (16-0-9)	53	1997-1998	27y 337d	29y 146d
1049	42	Davidson, Sam	2001-12-13	190cm	82kg	25 (14-0-11)	16	2025-2026	23y 92d	24y 125d
25	6	Croft, Joshua	1900-04-27	 	 	24 (5-0-19)	17	1925-1927	25y 33d	27y 10d
376	11	Kent, Len	1930-06-16	185cm	80kg	24 (13-0-11)	19	1951-1953	20y 309d	22y 355d
425	30	Whitten, Don	1935-09-16	180cm	80kg	24 (10-1-13)	3	1956-1958	20y 218d	22y 341d
443	41	Anderson, Lyle	1936-10-13	178cm	80kg	24 (9-0-15)	5	1957-1959	20y 301d	22y 320d
453	28	Clegg, John	1939-06-18	163cm	70kg	24 (8-0-16)	14	1958-1960	19y 10d	21y 63d
570	12	Joslin, Graeme	1950-06-30	183cm	86kg	24 (10-0-14)	 	1969-1971	18y 281d	21y 59d
640	27	Gieschen, Jeff	1956-09-22	177cm	83kg	24 (11-0-13)	1	1974-1978	17y 308d	21y 310d
714	36	McAllester, Jim	1959-04-16	190cm	85kg	24 (3-0-21)	4	1981-1982	22y 53d	23y 134d
786	34	Collins, Darren	1967-11-15	177cm	78kg	24 (11-1-12)	37	1987-1989	19y 245d	21y 291d
850	38	Sir, Sedat	1975-03-06	188cm	80kg	24 (8-1-15)	 	1995-1998	20y 27d	23y 84d
948	10	Sherman, Justin	1987-01-26	183cm	89kg	24 (9-0-15)	21	2011-2012	24y 60d	25y 199d
982	19	Webb, Lukas	1996-03-04	186cm	80kg	24 (14-0-10)	7	2015-2018	19y 46d	22y 102d
999	2	Young, Lewis	1998-12-20	197cm	96kg	24 (15-0-9)	1	2017-2021	18y 208d	22y 258d
36	12	Gardiner, Alex	1900-06-28	171cm	69kg	23 (5-0-18)	 	1925-1926	25y 13d	26y 75d
327	20	Fountain, Bruce	1920-04-23	185cm	86kg	23 (11-0-12)	1	1946-1947	26y 48d	27y 108d
332	26	Barker, Lou	1925-07-03	178cm	78kg	23 (11-1-11)	5	1947-1949	21y 318d	23y 315d
476	1	Elliott, Trevor	1937-12-31	191cm	88kg	23 (12-0-11)	9	1960-1961	22y 109d	23y 217d
509	19	Greenwood, Jack	1943-12-26	185cm	80kg	23 (9-0-14)	 	1963-1964	19y 150d	20y 212d
513	29	Gray, Bob	1943-03-04	188cm	83kg	23 (8-0-15)	20	1963-1966	20y 145d	23y 52d
538	21	Shanahan, Peter	1946-04-27	180cm	82kg	23 (7-0-16)	 	1965-1967	19y 95d	21y 46d
694	17	Towns, Greg	1954-01-10	180cm	83kg	23 (2-0-21)	7	1980-1982	26y 93d	28y 230d
710	13	Komp, Mark	1959-03-21	191cm	92kg	23 (2-0-21)	9	1981-1982	22y 14d	23y 160d
758	26	Baxter, Peter	1961-07-04	180cm	80kg	23 (10-0-13)	2	1985-1988	23y 325d	26y 336d
815	11	Corcoran, Shannon	1971-02-22	182cm	80kg	23 (15-0-8)	2	1990-1994	19y 184d	23y 180d
985	30	Hamling, Joel	1993-04-09	194cm	92kg	23 (16-0-7)	 	2015-2016	22y 51d	23y 175d
1034	36	Cleary, Luke	2002-03-05	190cm	78kg	23 (16-0-7)	2	2022-2025	20y 69d	23y 172d
1041	25	Poulter, Caleb	2002-10-12	192cm	79kg	23 (14-0-9)	8	2023-2025	20y 262d	22y 302d
92	11	Andersen, Eric	1904-07-02	179cm	74kg	22 (7-1-14)	2	1929-1930	24y 299d	25y 354d
155	16	Kelly, Wally	1914-01-17	179cm	76kg	22 (6-1-15)	3	1933-1935, 1938	19y 102d	24y 96d
164	19	Muir, Bob	1907-04-06	175cm	79kg	22 (11-0-11)	1	1933-1934	26y 44d	27y 78d
184	12	Lewis, Pye	1909-08-11	161cm	67kg	22 (3-2-17)	8	1935-1936	25y 259d	26y 286d
